fl_number,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,hole_punch,corners,actual_unit_price,calculated_unit_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around
FL-CQ-1302,100000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.11337,0.06574,42.02,UNDER,2328.25,758.92,3486.37,6573.54,15,300,1,15
,80000,5.5,4.75,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.26928,0.14354,46.69,UNDER,4236.87,1316.65,5929.67,11483.19,6,264,1,6
,105000,5.5,4.75,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.26691,0.14263,46.56,UNDER,5547.15,1720.14,7708.78,14976.07,6,264,1,6
FL-CQ-1245,2500,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.3657,0.26632,27.17,UNDER,127.73,80.28,457.79,665.8,10,300,1,10
FL-CQ-1245,5000,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.26153,0.17602,32.7,UNDER,213.45,131.78,534.88,880.11,10,300,1,10
FL-CQ-1245,10000,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.21394,0.13846,35.28,UNDER,384.89,232.94,766.81,1384.65,10,300,1,10
FL-CQ-1245,25000,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18418,0.11489,37.62,UNDER,899.22,518.26,1454.78,2872.26,10,300,1,10
FL-CQ-1245,50000,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17549,0.10865,38.09,UNDER,1756.44,1008.13,2667.83,5432.4,10,300,1,10
FL-CQ-1245,100000,3.75,4.625,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17081,0.10541,38.29,UNDER,3470.86,1987.88,5082.53,10541.27,10,300,1,10
FL-CQ-1244,2500,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.52068,0.34314,34.1,UNDER,202.15,121.56,534.15,857.86,5,270,1,5
FL-CQ-1244,5000,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.4196,0.26297,37.33,UNDER,361.78,212.6,740.49,1314.87,5,270,1,5
FL-CQ-1244,10000,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.36394,0.21996,39.56,UNDER,681.05,381.17,1137.35,2199.57,5,270,1,5
FL-CQ-1244,25000,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.33638,0.19994,40.56,UNDER,1638.85,910.23,2449.5,4998.58,5,270,1,5
FL-CQ-1244,50000,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32635,0.193,40.86,UNDER,3235.18,1792.0,4622.63,9649.81,5,270,1,5
FL-CQ-1244,100000,6.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32072,0.18932,40.97,UNDER,6427.85,3555.55,8948.22,18931.61,5,270,1,5
FL-CQ-1241,2500,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.44461,0.28064,36.88,UNDER,150.67,94.36,456.58,701.6,8,304,1,8
FL-CQ-1241,5000,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.32613,0.21207,34.97,UNDER,258.55,159.44,642.35,1060.33,8,304,1,8
FL-CQ-1241,10000,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.27288,0.16978,37.78,UNDER,474.65,287.49,935.7,1697.84,8,304,1,8
FL-CQ-1241,25000,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23855,0.1432,39.97,UNDER,1123.63,649.07,1807.26,3579.97,8,304,1,8
FL-CQ-1241,50000,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.22906,0.13636,40.47,UNDER,2204.82,1269.48,3343.55,6817.85,8,304,1,8
FL-CQ-1241,100000,4.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.22379,0.1328,40.66,UNDER,4367.54,2510.49,6402.16,13280.19,8,304,1,8
FL-CQ-1240,2500,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.37182,0.26632,28.37,UNDER,127.73,80.28,457.79,665.8,10,300,1,10
FL-CQ-1240,5000,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.26837,0.17602,34.41,UNDER,213.45,131.78,534.88,880.11,10,300,1,10
FL-CQ-1240,10000,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.22082,0.13846,37.3,UNDER,384.89,232.94,766.81,1384.65,10,300,1,10
FL-CQ-1240,25000,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.19085,0.11489,39.8,UNDER,899.22,518.26,1454.78,2872.26,10,300,1,10
FL-CQ-1240,50000,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18223,0.10865,40.38,UNDER,1756.44,1008.13,2667.83,5432.4,10,300,1,10
FL-CQ-1240,100000,3.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17759,0.10541,40.64,UNDER,3470.86,1987.88,5082.53,10541.27,10,300,1,10
FL-CQ-1239,2500,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.33363,0.24591,26.29,UNDER,106.41,66.79,441.56,614.76,13,286,1,13
FL-CQ-1239,5000,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.22842,0.15204,33.44,UNDER,170.18,104.53,485.49,760.2,13,286,1,13
FL-CQ-1239,10000,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.17866,0.11307,36.71,UNDER,298.04,180.2,652.46,1130.7,13,286,1,13
FL-CQ-1239,25000,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.14716,0.08893,39.57,UNDER,680.99,387.97,1154.36,2223.32,13,286,1,13
FL-CQ-1239,50000,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.13846,0.08237,40.51,UNDER,1319.01,747.11,2052.43,4118.55,13,286,1,13
FL-CQ-1239,100000,2.75,5.125,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.13356,0.07893,40.91,UNDER,2595.38,1465.58,3831.58,7892.55,13,286,1,13
FL-PE-1295,1000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.53652,0.51219,4.54,UNDER,79.96,38.84,393.39,512.19,9,288,1,9
FL-PE-1295,5000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.22418,0.18209,18.78,UNDER,228.04,89.71,592.68,910.43,9,288,1,9
FL-PE-1295,10000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.18283,0.14036,23.23,UNDER,413.4,151.85,838.35,1403.59,9,288,1,9
FL-PE-1295,20000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.16049,0.11765,26.69,UNDER,783.77,260.04,1309.25,2353.07,9,288,1,9
FL-PE-1295,50000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.14949,0.10744,28.13,UNDER,1895.23,612.26,2864.43,5371.92,9,288,1,9
FL-PE-1295,75000,4.0,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.14657,0.10497,28.38,UNDER,2821.34,905.74,4145.68,7872.76,9,288,1,9
FL-DL-1232,5000,6.0,10.0,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.70191,0.22736,67.61,UNDER,320.56,120.21,696.05,1136.82,6,288,1,6
FL-DL-1232,10000,6.0,10.0,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.59924,0.18475,69.17,UNDER,598.42,201.3,1047.77,1847.49,6,288,1,6
FL-DL-1232,25000,6.0,10.0,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.54356,0.16446,69.74,UNDER,1432.02,465.47,2214.07,4111.55,6,288,1,6
FL-DL-1232,50000,6.0,10.0,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.52489,0.15746,70.0,UNDER,2821.34,905.74,4145.68,7872.76,6,288,1,6
FL-DL-1232,100000,6.0,10.0,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.51484,0.15377,70.13,UNDER,5599.99,1786.3,7990.59,15376.88,6,288,1,6
FL-DL-1232,5000,6.0,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.13443,0.21548,60.29,OVER,320.56,120.21,636.63,1077.4,6,288,1,6
FL-DL-1232,10000,6.0,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.12919,0.16294,26.13,OVER,598.42,201.3,829.72,1629.44,6,288,1,6
FL-DL-1232,25000,6.0,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.12576,0.13664,8.65,OVER,1432.02,465.47,1518.47,3415.95,6,288,1,6
FL-DL-1232,50000,6.0,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.12457,0.12772,2.53,OVER,2821.34,905.74,2659.16,6386.24,6,288,1,6
FL-DL-1232,100000,6.0,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.124,0.12316,0.68,UNDER,5599.99,1786.3,4929.68,12315.97,6,288,1,6
FL-DL-1232,5000,4.5,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.10375,0.1918,84.86,OVER,250.93,97.62,610.43,958.98,8,288,1,8
FL-DL-1232,10000,4.5,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.09834,0.13952,41.88,OVER,459.16,167.44,768.63,1395.23,8,288,1,8
FL-DL-1232,25000,4.5,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.09488,0.10698,12.75,OVER,1084.52,355.34,1234.67,2674.54,8,288,1,8
FL-DL-1232,50000,4.5,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.09371,0.09812,4.71,OVER,2126.35,685.5,2094.14,4905.99,8,288,1,8
FL-DL-1232,100000,4.5,8.0,0,MET PET,Matte,Stand Up Pouch,None,None,None,Straight,0.09315,0.09362,0.5,OVER,4210.34,1345.92,3805.26,9361.51,8,288,1,8
FL-DL-1232,5000,4.5,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.57363,0.196,65.83,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-DL-1232,10000,4.5,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.47797,0.15351,67.88,UNDER,459.16,167.44,908.49,1535.1,8,288,1,8
FL-DL-1232,25000,4.5,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.41739,0.12694,69.59,UNDER,1084.52,355.34,1733.53,3173.4,8,288,1,8
FL-DL-1232,50000,4.5,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3979,0.12002,69.84,UNDER,2126.35,685.5,3188.92,6000.77,8,288,1,8
FL-DL-1232,100000,4.5,10.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.38834,0.11643,70.02,UNDER,4210.34,1345.92,6086.52,11642.77,8,288,1,8
FL-DL-1270,5000,3.0,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.16119,0.14244,11.63,UNDER,181.62,73.65,456.95,712.22,12,288,1,12
FL-DL-1270,10000,3.0,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.12846,0.10819,15.78,UNDER,320.56,120.21,641.18,1081.94,12,288,1,12
FL-DL-1270,15000,3.0,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11918,0.09868,17.2,UNDER,459.16,167.44,853.62,1480.22,12,288,1,12
FL-DL-1270,20000,3.0,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11089,0.08971,19.1,UNDER,598.42,201.3,994.56,1794.28,12,288,1,12
FL-DL-1270,25000,3.0,5.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.10815,0.08693,19.62,UNDER,737.35,245.33,1190.55,2173.23,12,288,1,12
,80000,5.5,4.75,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22835,0.14354,37.14,UNDER,4236.87,1316.65,5929.67,11483.19,6,264,1,6
FL-DL-1283,5000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.24529,0.20887,14.85,UNDER,305.09,113.68,625.6,1044.36,6,264,1,6
FL-DL-1283,10000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.21016,0.17154,18.37,UNDER,567.21,199.09,949.15,1715.45,6,264,1,6
FL-DL-1283,25000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18388,0.15238,17.13,UNDER,1353.56,428.76,2027.13,3809.45,6,264,1,6
FL-DL-1283,50000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17756,0.14606,17.74,UNDER,2664.16,832.35,3806.39,7302.89,6,264,1,6
FL-DL-1283,100000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17395,0.14273,17.95,UNDER,5285.34,1639.52,7348.07,14272.93,6,264,1,6
FL-DL-1283,250000,5.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.17093,0.1406,17.75,UNDER,13148.91,4061.04,17939.39,35149.33,6,264,1,6
FL-CQ-1282,5000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.16642,0.13361,19.72,UNDER,156.64,65.57,445.83,668.04,15,300,1,15
FL-CQ-1282,10000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.12372,0.09731,21.34,UNDER,270.93,105.62,596.58,973.13,15,300,1,15
FL-CQ-1282,15000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.10985,0.08681,20.98,UNDER,384.89,143.7,773.51,1302.1,15,300,1,15
FL-CQ-1282,20000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.10496,0.08171,22.15,UNDER,499.52,183.26,951.49,1634.28,15,300,1,15
FL-CQ-1282,25000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.09895,0.07499,24.22,UNDER,613.82,208.57,1052.31,1874.7,15,300,1,15
FL-CQ-1274,3000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.43193,0.24219,43.93,UNDER,167.57,68.79,490.21,726.57,8,288,1,8
FL-CQ-1274,4000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.35831,0.2132,40.5,UNDER,209.08,83.15,560.55,852.79,8,288,1,8
FL-CQ-1274,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.33518,0.196,41.52,UNDER,250.93,97.62,631.45,980.0,8,288,1,8
FL-CQ-1274,6000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3199,0.17623,44.91,UNDER,292.44,111.98,652.96,1057.39,8,288,1,8
FL-DL-1273,2500,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.25228,0.2413,4.35,UNDER,124.26,53.52,425.47,603.25,10,280,1,10
FL-DL-1273,5000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.181,0.15665,13.45,UNDER,206.05,81.55,495.64,783.24,10,280,1,10
FL-DL-1273,10000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.1489,0.12172,18.26,UNDER,369.61,135.88,711.67,1217.17,10,280,1,10
FL-DL-1273,25000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.12885,0.09983,22.52,UNDER,860.32,281.92,1353.44,2495.68,10,280,1,10
FL-DL-1273,50000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11773,0.09405,20.11,UNDER,1678.17,538.74,2485.6,4702.52,10,280,1,10
FL-CQ-1271,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22993,0.19028,17.25,UNDER,250.93,97.62,602.84,951.38,8,288,1,8
FL-CQ-1271,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.193,0.15069,21.92,UNDER,459.16,167.44,880.32,1506.92,8,288,1,8
FL-CQ-1271,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.1698,0.12582,25.9,UNDER,1084.52,355.34,1705.69,3145.55,8,288,1,8
FL-CQ-1271,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.15648,0.11946,23.66,UNDER,2126.35,685.5,3161.1,5972.95,8,288,1,8
FL-CQ-1257,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.24035,0.12582,47.65,UNDER,1084.52,355.34,1705.69,3145.55,8,288,1,8
FL-CQ-1257,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.2209,0.11946,45.92,UNDER,2126.35,685.5,3161.1,5972.95,8,288,1,8
FL-CQ-1257,100000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.21555,0.11615,46.11,UNDER,4210.34,1345.92,6058.71,11614.97,8,288,1,8
FL-CQ-1154,5000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.4074,0.16848,58.64,UNDER,213.45,85.48,543.49,842.42,10,300,1,10
FL-CQ-1154,10000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.3067,0.13036,57.5,UNDER,384.89,143.7,774.99,1303.58,10,300,1,10
FL-CQ-1154,25000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2488,0.10648,57.2,UNDER,899.22,300.19,1462.62,2662.03,10,300,1,10
FL-CQ-1154,50000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2237,0.10015,55.23,UNDER,1756.44,575.36,2675.66,5007.46,10,300,1,10
FL-CQ-1154,100000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2067,0.09687,53.14,UNDER,3470.86,1125.71,5090.34,9686.91,10,300,1,10
FL-CQ-1154,250000,3.75,6.125,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1989,0.09481,52.33,UNDER,8614.15,2776.75,12311.6,23702.49,10,300,1,10
FL-CQ-1153,5000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.4074,0.16237,60.14,UNDER,206.05,81.55,524.26,811.86,10,280,1,10
FL-CQ-1153,10000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.3067,0.12453,59.4,UNDER,369.61,135.88,739.85,1245.34,10,280,1,10
FL-CQ-1153,25000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2488,0.10094,59.43,UNDER,860.32,281.92,1381.28,2523.52,10,280,1,10
FL-CQ-1153,50000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2237,0.09461,57.71,UNDER,1678.17,538.74,2513.43,4730.34,10,280,1,10
FL-CQ-1153,100000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.2067,0.09133,55.81,UNDER,3313.87,1052.4,4767.11,9133.38,10,280,1,10
FL-CQ-1153,250000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Rounded,0.1989,0.08929,55.11,UNDER,8220.96,2593.37,11506.93,22321.26,10,280,1,10
,2500,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.33706,0.26939,20.08,UNDER,150.67,94.36,428.45,673.47,8,304,1,8
,5000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.25362,0.20637,18.63,UNDER,258.55,159.44,613.88,1031.87,8,304,1,8
,10000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.21694,0.16711,22.97,UNDER,474.65,287.49,909.0,1671.14,8,304,1,8
,13000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.20416,0.1533,24.91,UNDER,604.58,351.23,1037.1,1992.91,8,304,1,8
,20000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.19637,0.14517,26.07,UNDER,907.19,524.87,1471.32,2903.38,8,304,1,8
,26000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.193,0.1417,26.58,UNDER,1166.72,673.79,1843.71,3684.22,8,304,1,8
,2500,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.32333,0.26939,16.68,UNDER,150.67,94.36,428.45,673.47,8,304,1,8
,5000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.24012,0.20637,14.05,UNDER,258.55,159.44,613.88,1031.87,8,304,1,8
,10000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.2038,0.16711,18.0,UNDER,474.65,287.49,909.0,1671.14,8,304,1,8
,13000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.19117,0.1533,19.81,UNDER,604.58,351.23,1037.1,1992.91,8,304,1,8
,20000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18342,0.14517,20.85,UNDER,907.19,524.87,1471.32,2903.38,8,304,1,8
,26000,4.75,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18005,0.1417,21.3,UNDER,1166.72,673.79,1843.71,3684.22,8,304,1,8
,160000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12191,0.09109,25.28,UNDER,4869.62,2745.74,6959.61,14574.97,11,286,1,11
,5000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.19361,0.16173,16.47,UNDER,193.6,118.4,496.63,808.63,11,286,1,11
,10000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.15938,0.12476,21.72,UNDER,344.57,206.12,696.91,1247.6,11,286,1,11
,15000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.14944,0.11447,23.4,UNDER,495.21,294.5,927.28,1716.99,11,286,1,11
,25000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.13771,0.10168,26.16,UNDER,796.81,453.17,1292.02,2542.01,11,286,1,11
,100000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12304,0.09222,25.05,UNDER,3059.34,1726.74,4435.76,9221.84,11,286,1,11
,127000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12239,0.09158,25.17,UNDER,3874.03,2185.33,5571.58,11630.94,11,286,1,11
,160000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11256,0.09109,19.07,UNDER,4869.62,2745.74,6959.61,14574.97,11,286,1,11
,5000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.18353,0.16173,11.88,UNDER,193.6,118.4,496.63,808.63,11,286,1,11
,10000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.14957,0.12476,16.59,UNDER,344.57,206.12,696.91,1247.6,11,286,1,11
,15000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.13996,0.11447,18.22,UNDER,495.21,294.5,927.28,1716.99,11,286,1,11
,25000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.12815,0.10168,20.66,UNDER,796.81,453.17,1292.02,2542.01,11,286,1,11
,100000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11369,0.09222,18.89,UNDER,3059.34,1726.74,4435.76,9221.84,11,286,1,11
,127000,3.25,6.125,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.11304,0.09158,18.98,UNDER,3874.03,2185.33,5571.58,11630.94,11,286,1,11
,5000,3.25,5.825,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.19285,0.16173,16.14,UNDER,193.6,118.4,496.63,808.63,11,286,1,11
