fl_number,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,hole_punch,corners,actual_unit_price,calculated_unit_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around
FL-CQ-0885,250000,5.5,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,None,None,None,Straight,0.33112,0.12475,62.33,UNDER,13148.91,7213.46,10824.08,31186.45,6,264,1,6
FL-DL-0887,5000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.32221,0.15002,53.44,UNDER,181.62,111.51,456.95,750.08,12,288,1,12
FL-DL-0887,10000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.24896,0.11541,53.64,UNDER,320.56,192.42,641.18,1154.15,12,288,1,12
FL-DL-0887,25000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.20323,0.09394,53.78,UNDER,737.35,420.59,1190.55,2348.5,12,288,1,12
FL-DL-0887,50000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.18237,0.08811,51.69,UNDER,1432.02,812.49,2160.94,4405.45,12,288,1,12
FL-DL-0887,100000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16808,0.0851,49.37,UNDER,2821.34,1596.29,4092.65,8510.27,12,288,1,12
FL-DL-0887,250000,3.0,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16119,0.08323,48.37,UNDER,6989.32,3947.68,9869.61,20806.6,12,288,1,12
FL-DL-0882,5000,7.0,3.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.73642,0.15665,78.73,UNDER,206.05,81.55,495.64,783.24,10,280,2,5
FL-DL-0882,10000,7.0,3.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.65839,0.12172,81.51,UNDER,369.61,135.88,711.67,1217.17,10,280,2,5
FL-DL-0882,25000,7.0,3.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.60938,0.09983,83.62,UNDER,860.32,281.92,1353.44,2495.68,10,280,2,5
FL-DL-0882,50000,7.0,3.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.5844,0.09405,83.91,UNDER,1678.17,538.74,2485.6,4702.52,10,280,2,5
FL-DL-0882,100000,7.0,3.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.56686,0.09106,83.94,UNDER,3313.87,1052.4,4739.3,9105.57,10,280,2,5
,33840,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.08133,0.05662,30.38,UNDER,717.12,240.58,958.44,1916.14,17,295,1,17
,67680,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.07182,0.04976,30.72,UNDER,1392.03,456.09,1519.43,3367.56,17,295,1,17
,101520,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.06946,0.04749,31.63,UNDER,2066.61,671.5,2083.0,4821.11,17,295,1,17
,135360,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.06566,0.04628,29.52,UNDER,2741.51,887.02,2635.9,6264.43,17,295,1,17
,169200,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.06478,0.0456,29.61,UNDER,3416.09,1102.42,3196.77,7715.29,17,295,1,17
,203040,2.165,5.906,0.15,MET PET,Matte,3 Side Seal,None,Standard,Round (Butterfly),Straight,0.06434,0.04514,29.83,UNDER,4090.66,1317.83,3757.64,9166.14,17,295,1,17
FL-DL-0877,5000,3.0,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,None,Straight,0.30157,0.1366,54.7,UNDER,181.62,73.65,427.72,682.99,12,288,1,12
FL-DL-0877,10000,3.0,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,None,Straight,0.23465,0.10536,55.1,UNDER,320.56,120.21,612.83,1053.59,12,288,1,12
FL-DL-0877,25000,3.0,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,None,Straight,0.19275,0.08582,55.47,UNDER,737.35,245.33,1162.87,2145.55,12,288,1,12
FL-DL-0877,50000,3.0,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,None,Straight,0.17314,0.08062,53.44,UNDER,1432.02,465.47,2133.29,4030.77,12,288,1,12
FL-DL-0877,100000,3.0,6.0,0,MET PET,Matte,2 Side Seal,CR Zipper,Standard,None,Straight,0.15952,0.07792,51.15,UNDER,2821.34,905.74,4065.03,7792.12,12,288,1,12
FL-DL-0875,5000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Rounded,0.5514,0.30568,44.56,UNDER,459.16,167.44,901.79,1528.4,4,288,1,4
FL-DL-0875,10000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Rounded,0.47654,0.25991,45.46,UNDER,875.96,289.25,1433.93,2599.14,4,288,1,4
FL-DL-0875,25000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Rounded,0.42042,0.23982,42.96,UNDER,2126.35,685.5,3183.62,5995.48,4,288,1,4
FL-DL-0875,50000,9.0,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Rounded,0.38953,0.23275,40.25,UNDER,4210.34,1345.92,6081.29,11637.55,4,288,1,4
FL-CQ-0873,60000,3.0,5.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.18153,0.08715,51.99,UNDER,1709.55,969.06,2550.61,5229.23,12,288,1,12
FL-CQ-0873,120000,3.0,5.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16885,0.08463,49.88,UNDER,3376.74,1909.62,4868.71,10155.07,12,288,1,12
FL-CQ-0873,180000,3.0,5.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16717,0.08385,49.84,UNDER,5043.93,2850.18,7198.27,15092.38,12,288,1,12
FL-CQ-0873,240000,3.0,5.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16402,0.08327,49.23,UNDER,6711.12,3790.73,9482.77,19984.62,12,288,1,12
FL-CQ-0873,300000,3.0,5.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.16355,0.08304,49.23,UNDER,8378.31,4731.29,11801.12,24910.72,12,288,1,12
,5000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.23129,0.19878,14.06,UNDER,250.93,91.51,651.45,993.89,8,288,1,8
,10000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.18227,0.15433,15.33,UNDER,459.16,155.61,928.49,1543.27,8,288,1,8
,25000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.15174,0.12658,16.58,UNDER,1084.52,326.33,1753.53,3164.38,8,288,1,8
,50000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.13597,0.11926,12.29,UNDER,2126.35,627.87,3208.92,5963.14,8,288,1,8
,100000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.12496,0.11548,7.59,UNDER,4210.34,1231.03,6106.52,11547.89,8,288,1,8
,250000,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.1204,0.1131,6.06,UNDER,10462.3,3040.51,14772.01,28274.82,8,288,1,8
,1000,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.49836,0.42958,13.8,UNDER,75.19,48.68,305.71,429.58,10,280,1,10
,2500,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.28838,0.24586,14.74,UNDER,124.26,76.98,413.41,614.65,10,280,1,10
,5000,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.2028,0.1635,19.38,UNDER,206.05,125.05,486.41,817.51,10,280,1,10
,7500,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.18061,0.13867,23.22,UNDER,287.83,173.12,579.1,1040.05,10,280,1,10
,10000,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.16357,0.12924,20.99,UNDER,369.61,219.46,703.32,1292.4,10,280,1,10
,15000,3.5,6.0,0,MET PET,Soft Touch,2 Side Seal,CR Zipper,Standard,Euro Slot,Straight,0.15271,0.11998,21.43,UNDER,533.18,314.77,951.75,1799.71,10,280,1,10
FL-CQ-0867,5000,2.625,5.875,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.30942,0.13108,57.64,UNDER,163.53,63.96,427.9,655.39,14,294,1,14
FL-CQ-0867,10000,2.625,5.875,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.22283,0.09749,56.25,UNDER,284.21,102.64,588.01,974.86,14,294,1,14
FL-CQ-0867,25000,2.625,5.875,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.17214,0.07658,55.51,UNDER,646.24,200.65,1067.72,1914.61,14,294,1,14
FL-CQ-0867,50000,2.625,5.875,0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.15944,0.07105,55.44,UNDER,1250.29,376.63,1925.47,3552.39,14,294,1,14
FL-CQ-0860,5000,4.5,0.55,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.97585,0.12341,87.35,UNDER,112.32,49.68,455.03,617.04,24,288,3,8
FL-CQ-0860,10000,4.5,0.55,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.8548,0.07607,91.1,UNDER,181.62,73.65,505.41,760.69,24,288,3,8
FL-CQ-0860,25000,4.5,0.55,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.77919,0.05311,93.18,UNDER,389.86,143.83,794.1,1327.78,24,288,3,8
FL-CQ-0860,50000,4.5,0.55,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.74306,0.04437,94.03,UNDER,737.35,245.33,1235.93,2218.61,24,288,3,8
FL-CQ-0851,5000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.63664,0.24711,61.19,UNDER,353.94,205.73,675.87,1235.53,5,260,1,5
FL-CQ-0851,10000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.524,0.20925,60.07,UNDER,665.33,368.04,1059.15,2092.53,5,260,1,5
FL-CQ-0851,15000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.49317,0.19989,59.47,UNDER,976.73,537.86,1483.81,2998.4,5,260,1,5
FL-CQ-0851,25000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.44903,0.19199,57.24,UNDER,1599.51,877.51,2322.76,4799.78,5,260,1,5
FL-CQ-0851,50000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.41289,0.18597,54.96,UNDER,3156.48,1726.62,4415.47,9298.57,5,260,1,5
FL-CQ-0851,100000,6.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.39826,0.18276,54.11,UNDER,6270.41,3424.85,8580.91,18276.17,5,260,1,5
FL-CQ-0851,5000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.5213,0.19558,62.48,UNDER,250.93,152.61,574.37,977.91,8,288,1,8
FL-CQ-0851,10000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.40654,0.15867,60.97,UNDER,459.16,273.92,853.62,1586.7,8,288,1,8
FL-CQ-0851,15000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.36113,0.14276,60.47,UNDER,667.72,381.31,1092.32,2141.36,8,288,1,8
FL-CQ-0851,25000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.33452,0.13525,59.57,UNDER,1084.52,616.45,1680.31,3381.28,8,288,1,8
FL-CQ-0851,50000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.30167,0.12933,57.13,UNDER,2126.35,1204.2,3135.8,6466.35,8,288,1,8
FL-CQ-0851,100000,4.5,5.0,2.0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.27972,0.12624,54.87,UNDER,4210.34,2379.9,6033.49,12623.72,8,288,1,8
FL-DL-0839,5000,5.0,4.5,2.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,1.1193,0.20017,82.12,UNDER,276.6,98.98,625.28,1000.86,7,280,1,7
FL-DL-0839,10000,5.0,4.5,2.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.97147,0.16602,82.91,UNDER,510.09,170.21,979.91,1660.21,7,280,1,7
FL-DL-0839,25000,5.0,4.5,2.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.87608,0.13873,84.16,UNDER,1211.2,359.9,1897.15,3468.25,7,280,1,7
FL-DL-0839,50000,5.0,4.5,2.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.83429,0.13177,84.21,UNDER,2379.28,694.91,3514.17,6588.36,7,280,1,7
FL-DL-0839,100000,5.0,4.5,2.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.80612,0.12815,84.1,UNDER,4716.08,1365.12,6733.88,12815.08,7,280,1,7
,5000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.50981,0.24527,51.89,UNDER,353.94,119.28,753.14,1226.36,5,260,1,5
,10000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.39877,0.18625,53.29,UNDER,665.33,198.9,998.31,1862.54,5,260,1,5
,25000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.32914,0.15653,52.44,UNDER,1599.51,460.27,1853.53,3913.3,5,260,1,5
,50000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.29994,0.14645,51.18,UNDER,3156.48,895.88,3269.92,7322.28,5,260,1,5
,100000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.29042,0.14127,51.36,UNDER,6270.41,1767.12,6089.26,14126.78,5,260,1,5
,250000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,Single Profile - Non CR Zipper,Standard,None,Rounded,0.27227,0.13805,49.3,UNDER,15612.21,4380.82,14520.36,34513.39,5,260,1,5
,5000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.28044,0.12727,54.62,UNDER,156.64,62.01,417.69,636.33,15,300,1,15
,10000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.21013,0.09833,53.2,UNDER,270.93,98.87,613.54,983.34,15,300,1,15
,25000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.15986,0.07332,54.13,UNDER,613.82,192.29,1026.93,1833.04,15,300,1,15
,50000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.14851,0.06777,54.36,UNDER,1185.3,359.83,1843.59,3388.71,15,300,1,15
,100000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.13774,0.06484,52.92,UNDER,2328.25,694.92,3461.08,6484.24,15,300,1,15
,250000,2.5,5.0,2.0,MET PET,Gloss,3 Side Seal,CR Zipper,Standard,None,Straight,0.12686,0.06287,50.44,UNDER,5757.11,1700.19,8259.36,15716.65,15,300,1,15
,5000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.42384,0.16535,60.99,UNDER,206.05,125.05,495.64,826.74,10,280,1,10
,10000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.33952,0.13007,61.69,UNDER,369.61,219.46,711.67,1300.75,10,280,1,10
,25000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.28602,0.10798,62.25,UNDER,860.32,485.73,1353.44,2699.49,10,280,1,10
,50000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.26455,0.10213,61.39,UNDER,1678.17,942.94,2485.6,5106.72,10,280,1,10
,100000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.25135,0.09911,60.57,UNDER,3313.87,1857.37,4739.3,9910.54,10,280,1,10
,250000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,Standard,None,Straight,0.24193,0.0972,59.82,UNDER,8220.96,4600.66,11479.14,24300.76,10,280,1,10
,5000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.32956,0.15665,52.47,UNDER,206.05,81.55,495.64,783.24,10,280,1,10
,10000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.25956,0.12172,53.11,UNDER,369.61,135.88,711.67,1217.17,10,280,1,10
,25000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.21566,0.09983,53.71,UNDER,860.32,281.92,1353.44,2495.68,10,280,1,10
,50000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.19708,0.09405,52.28,UNDER,1678.17,538.74,2485.6,4702.52,10,280,1,10
,100000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18561,0.09106,50.94,UNDER,3313.87,1052.4,4739.3,9105.57,10,280,1,10
,250000,3.5,4.5,0.5,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18185,0.08917,50.96,UNDER,8220.96,2593.37,11479.14,22293.47,10,280,1,10
FL-CQ-0829,10000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.47702,0.18781,60.63,UNDER,567.21,328.54,982.36,1878.11,6,264,1,6
FL-CQ-0829,15000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.4462,0.17532,60.71,UNDER,829.02,459.58,1341.27,2629.86,6,264,1,6
FL-CQ-0829,25000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.41962,0.16644,60.34,UNDER,1353.56,747.14,2060.34,4161.05,6,264,1,6
FL-CQ-0829,50000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.39457,0.15939,59.61,UNDER,2664.16,1465.62,3839.51,7969.29,6,264,1,6
FL-CQ-0829,75000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3878,0.15679,59.57,UNDER,3974.44,2183.93,5601.16,11759.53,6,264,1,6
FL-CQ-0829,100000,5.5,4.75,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.37496,0.15569,58.48,UNDER,5285.34,2902.58,7381.1,15569.02,6,264,1,6
FL-CQ-0810,10000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.22414,0.11544,48.5,UNDER,320.56,192.42,641.45,1154.42,12,288,1,12
FL-CQ-0810,20000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.18565,0.08879,52.17,UNDER,598.42,342.21,835.18,1775.81,12,288,1,12
FL-CQ-0810,30000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.17616,0.08137,53.81,UNDER,875.96,498.79,1066.39,2441.13,12,288,1,12
FL-CQ-0810,40000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.17178,0.0777,54.77,UNDER,1154.15,655.73,1298.14,3108.02,12,288,1,12
FL-CQ-0810,50000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.1663,0.07537,54.68,UNDER,1432.02,812.49,1523.95,3768.46,12,288,1,12
FL-CQ-0810,100000,3.0,3.75,0,MET PET,Soft Touch,3 Side Seal,None,Standard,None,Straight,0.15671,0.07082,54.81,UNDER,2821.34,1596.29,2664.66,7082.29,12,288,1,12
,5000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.55947,0.20152,63.98,UNDER,276.6,105.73,625.28,1007.62,7,280,1,7
,10000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.44129,0.16733,62.08,UNDER,510.09,183.32,979.91,1673.32,7,280,1,7
,25000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.36812,0.14002,61.96,UNDER,1211.2,392.1,1897.15,3500.45,7,280,1,7
,50000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.34333,0.13305,61.25,UNDER,2379.28,758.91,3514.17,6652.36,7,280,1,7
,100000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.32608,0.12943,60.31,UNDER,4716.08,1492.73,6733.88,12942.7,7,280,1,7
,250000,5.0,5.5,0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.3101,0.12713,59.0,UNDER,11726.49,3694.2,16362.62,31783.31,7,280,1,7
FL-CQ-0825,5000,5.0,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.50416,0.20805,58.73,UNDER,276.6,166.52,597.11,1040.23,7,280,1,7
FL-CQ-0825,10000,5.0,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.41361,0.17631,57.37,UNDER,510.09,301.32,951.73,1763.14,7,280,1,7
FL-CQ-0825,15000,5.0,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.37387,0.15864,57.57,UNDER,743.58,420.46,1215.61,2379.65,7,280,1,7
FL-CQ-0825,25000,5.0,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.35674,0.1505,57.81,UNDER,1211.2,681.88,1869.31,3762.39,7,280,1,7
FL-CQ-0825,50000,5.0,4.5,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.33735,0.14401,57.31,UNDER,2379.28,1334.89,3486.34,7200.51,7,280,1,7
FL-DL-0817,5000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.40407,0.20985,48.06,UNDER,276.6,98.98,673.69,1049.27,7,280,1,7
FL-DL-0817,10000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.31662,0.15595,50.75,UNDER,510.09,170.21,879.21,1559.51,7,280,1,7
FL-DL-0817,15000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.27809,0.13396,51.83,UNDER,743.58,225.79,1040.03,2009.39,7,280,1,7
FL-DL-0817,25000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.26173,0.12214,53.33,UNDER,1211.2,359.9,1482.49,3053.59,7,280,1,7
FL-DL-0817,50000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.24325,0.11302,53.54,UNDER,2379.28,694.91,2577.03,5651.22,7,280,1,7
FL-DL-0817,100000,5.0,5.0,0,MET PET,Gloss,3 Side Seal,Single Profile - Non CR Zipper,Standard,None,Straight,0.22932,0.10838,52.74,UNDER,4716.08,1365.12,4756.37,10837.57,7,280,1,7
FL-CQ-0805,5000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.59489,0.207,65.2,UNDER,250.93,152.61,631.45,1034.99,8,288,1,8
FL-CQ-0805,7500,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.52214,0.17562,66.36,UNDER,355.21,212.79,749.16,1317.16,8,288,1,8
FL-CQ-0805,10000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.48926,0.16416,66.45,UNDER,459.16,273.92,908.49,1641.58,8,288,1,8
FL-CQ-0805,15000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.44935,0.1463,67.44,UNDER,667.72,381.31,1145.54,2194.57,8,288,1,8
FL-CQ-0805,20000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.43292,0.1407,67.5,UNDER,875.96,498.79,1439.3,2814.05,8,288,1,8
FL-CQ-0805,25000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.42314,0.13738,67.53,UNDER,1084.52,616.45,1733.53,3434.5,8,288,1,8
FL-CQ-0805,5000,4.0,5.25,1.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.56024,0.18099,67.69,UNDER,228.04,84.22,592.68,904.95,9,288,1,9
FL-CQ-0805,7500,4.0,5.25,1.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.49423,0.15051,69.55,UNDER,320.56,112.19,696.05,1128.8,9,288,1,9
FL-CQ-0805,10000,4.0,5.25,1.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.45806,0.1393,69.59,UNDER,413.4,141.27,838.35,1393.02,9,288,1,9
FL-CQ-0805,15000,4.0,5.25,1.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.42531,0.12212,71.29,UNDER,598.42,185.64,1047.77,1831.84,9,288,1,9
FL-CQ-0805,20000,4.0,5.25,1.5,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.40553,0.11662,71.24,UNDER,783.77,239.29,1309.25,2332.32,9,288,1,9
