est_no,fl_num,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,corners,gusset_detail,quantity,lt_price,calc_price,error_pct,abs_error_pct,has_addcost,layout_around,lt_around,layout_match,layout_gear,layout_repeat,stock_length,spoilage,c_substrate,c_priming,c_clicks,c_hp_makeready,c_hp_running,c_laminate,c_thermo_labor,c_zipper,c_poucher_labor,c_sealer,c_packaging
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.23287,0.2261160677848931,-2.9003015481199363,2.9003015481199363,False,5,5,Y,260,32.5,29891.875,0.087,1935.1999874999997,186.5253,1154.4702,31.25,924.3916797488225,1632.0963749999999,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.22557,0.22062338298678613,-2.192940999784484,2.192940999784484,False,5,5,Y,260,32.5,58789.79166666667,0.077,3806.0511125,366.84830000000005,2270.5522,31.25,1831.7046049188905,3209.922625,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.21861,0.2184595885925818,-0.06880353479630368,0.06880353479630368,False,5,5,Y,260,32.5,146296.0416666667,0.077,9471.2057375,912.8873000000001,5650.1782,31.25,4579.153584510727,7987.763875000001,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.326,0.2847465918637668,-12.654419673691178,12.654419673691178,False,5,5,Y,260,32.5,3439.5833333333335,0.103,222.678625,21.463,132.84199999999998,31.25,93.86446886446886,96.046925,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.27543,0.23996957234616062,-12.874569819496564,12.874569819496564,False,5,5,Y,260,32.5,6399.791666666667,0.098,414.32251249999996,39.9347,247.16979999999998,31.25,186.80664573521716,178.70778249999998,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.23926,0.21713949596557422,-9.24538327945573,9.24538327945573,False,5,5,Y,260,32.5,15172.083333333334,0.087,982.2406749999999,94.6738,585.9692,31.25,462.23181580324433,423.66525499999995,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.22083,0.21016815463489308,-4.828078325004266,4.828078325004266,False,5,5,Y,260,32.5,29891.875,0.087,1935.1999874999997,186.5253,1154.4702,31.25,924.3916797488225,834.7007174999999,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.21367,0.2049406181617861,-4.085450385273504,4.085450385273504,False,5,5,Y,260,32.5,58789.79166666667,0.077,3806.0511125,366.84830000000005,2270.5522,31.25,1831.7046049188905,1641.6461425,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4977,Thermo Laminator,6.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.20681,0.20284921576258183,-1.9151802318157551,1.9151802318157551,False,5,5,Y,260,32.5,146296.0416666667,0.077,9471.2057375,912.8873000000001,5650.1782,31.25,4579.153584510727,4085.1706675000005,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.3185,0.2827076068637668,-11.237800042773383,11.237800042773383,False,5,5,Y,260,32.5,3439.5833333333335,0.103,222.678625,21.463,132.84199999999998,31.25,93.86446886446886,85.852,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.26838,0.23807267409616056,-11.292691669960297,11.292691669960297,False,5,5,Y,260,32.5,6399.791666666667,0.098,414.32251249999996,39.9347,247.16979999999998,31.25,186.80664573521716,159.7388,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.2325,0.2153406937655742,-7.380346767494979,7.380346767494979,False,5,5,Y,260,32.5,15172.083333333334,0.087,982.2406749999999,94.6738,585.9692,31.25,462.23181580324433,378.6952,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.21418,0.2083961642848931,-2.700455558458729,2.700455558458729,False,5,5,Y,260,32.5,29891.875,0.087,1935.1999874999997,186.5253,1154.4702,31.25,924.3916797488225,746.1012,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.20709,0.20319808873678613,-1.8793332672817933,1.8793332672817933,False,5,5,Y,260,32.5,58789.79166666667,0.077,3806.0511125,366.84830000000005,2270.5522,31.25,1831.7046049188905,1467.3932000000002,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4975,Thermo Laminator,6.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.20029,0.2011147298925818,0.411767882860757,0.411767882860757,False,5,5,Y,260,32.5,146296.0416666667,0.077,9471.2057375,912.8873000000001,5650.1782,31.25,4579.153584510727,3651.5492000000004,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.34176,0.3052437568637668,-10.684762153626286,10.684762153626286,False,5,5,Y,260,32.5,3439.5833333333335,0.103,233.41012500000002,21.463,132.84199999999998,31.25,93.86446886446886,187.80125,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.29024,0.2590383915961606,-10.7502785294375,10.7502785294375,False,5,5,Y,260,32.5,6399.791666666667,0.098,434.28986249999997,39.9347,247.16979999999998,31.25,186.80664573521716,349.42862499999995,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.25348,0.2352221917655742,-7.202859489674046,7.202859489674046,False,5,5,Y,260,32.5,15172.083333333334,0.087,1029.5775749999998,94.6738,585.9692,31.25,462.23181580324433,828.3957499999999,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.23486,0.2279813207848931,-2.928842380612664,2.928842380612664,False,5,5,Y,260,32.5,29891.875,0.087,2028.4626374999998,186.5253,1154.4702,31.25,924.3916797488225,1632.0963749999999,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.22754,0.2224576244867861,-2.2336184904693193,2.2336184904693193,False,5,5,Y,260,32.5,58789.79166666667,0.077,3989.4752625,366.84830000000005,2270.5522,31.25,1831.7046049188905,3209.922625,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4973,Thermo Laminator,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.22054,0.2202853631925818,-0.11546060008080988,0.11546060008080988,False,5,5,Y,260,32.5,146296.0416666667,0.077,9927.649387500001,912.8873000000001,5650.1782,31.25,4579.153584510727,7987.763875000001,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.32818,0.28689289186376676,-12.58062896466368,12.58062896466368,False,5,5,Y,260,32.5,3439.5833333333335,0.103,233.41012500000002,21.463,132.84199999999998,31.25,93.86446886446886,96.046925,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.27748,0.2419663073461606,-12.798649507654394,12.798649507654394,False,5,5,Y,260,32.5,6399.791666666667,0.098,434.28986249999997,39.9347,247.16979999999998,31.25,186.80664573521716,178.70778249999998,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.24123,0.21903297196557422,-9.201603463261526,9.201603463261526,False,5,5,Y,260,32.5,15172.083333333334,0.087,1029.5775749999998,94.6738,585.9692,31.25,462.23181580324433,423.66525499999995,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.22282,0.2120334076348931,-4.8409444237980885,4.8409444237980885,False,5,5,Y,260,32.5,29891.875,0.087,2028.4626374999998,186.5253,1154.4702,31.25,924.3916797488225,834.7007174999999,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.21563,0.2067748596617861,-4.106636524701519,4.106636524701519,False,5,5,Y,260,32.5,58789.79166666667,0.077,3989.4752625,366.84830000000005,2270.5522,31.25,1831.7046049188905,1641.6461425,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4970,Thermo Laminator,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.20874,0.20467499036258183,-1.9474032947294155,1.9474032947294155,False,5,5,Y,260,32.5,146296.0416666667,0.077,9927.649387500001,912.8873000000001,5650.1782,31.25,4579.153584510727,4085.1706675000005,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.32191,0.2848539068637668,-11.511320908400842,11.511320908400842,False,5,5,Y,260,32.5,3439.5833333333335,0.103,233.41012500000002,21.463,132.84199999999998,31.25,93.86446886446886,85.852,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.27159,0.2400694090961606,-11.605946796214663,11.605946796214663,False,5,5,Y,260,32.5,6399.791666666667,0.098,434.28986249999997,39.9347,247.16979999999998,31.25,186.80664573521716,159.7388,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.23558,0.2172341697655742,-7.787516017669505,7.787516017669505,False,5,5,Y,260,32.5,15172.083333333334,0.087,1029.5775749999998,94.6738,585.9692,31.25,462.23181580324433,378.6952,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.21726,0.21026141728489312,-3.2212937103502224,3.2212937103502224,False,5,5,Y,260,32.5,29891.875,0.087,2028.4626374999998,186.5253,1154.4702,31.25,924.3916797488225,746.1012,186.82421875000003,1791.9933949125002,2676.9895833333335,93.26265,692.8
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.21014,0.2050323302367861,-2.430603294572138,2.430603294572138,False,5,5,Y,260,32.5,58789.79166666667,0.077,3989.4752625,366.84830000000005,2270.5522,31.25,1831.7046049188905,1467.3932000000002,367.4361979166667,3524.3998027875,5085.149305555556,183.42415000000003,1385.6
4968,Thermo Laminator,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.20329,0.20294050449258183,-0.17191967505443861,0.17191967505443861,False,5,5,Y,260,32.5,146296.0416666667,0.077,9927.649387500001,912.8873000000001,5650.1782,31.25,4579.153584510727,3651.5492000000004,914.3502604166667,8770.3277351625,12377.336805555557,456.44365000000005,3464.0
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.26585,0.24169496357493878,-9.085964425450895,9.085964425450895,False,8,8,Y,288,36.0,2523.0,0.103,163.33902,15.743520000000002,87.9686,31.25,58.75850340136054,137.7558,18.9225,151.25178114,466.3333333333333,7.871760000000001,69.28
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.21541,0.19585647570824485,-9.0773521618101,9.0773521618101,False,8,8,Y,288,36.0,4572.0,0.098,295.99127999999996,28.52928,159.41039999999998,31.25,116.83673469387755,249.63119999999998,28.575,274.08765095999996,621.4285714285713,14.26464,138.56
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.18409,0.16806450220035918,-8.705251670183511,8.705251670183511,False,8,8,Y,288,36.0,10692.0,0.092,692.20008,66.71808,372.7944,31.25,290.3061224489796,583.7832,66.825,640.97663256,1077.0,33.35904,346.4
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.16804,0.16022555075497957,-4.650350657593681,4.650350657593681,False,8,8,Y,288,36.0,20835.0,0.087,1348.8579,130.0104,726.4469999999999,31.25,577.8061224489795,1137.591,130.21875,1249.0411653,1922.25,65.0052,692.8
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.15687,0.15599877556620817,-0.5553798902223749,0.5553798902223749,False,8,8,Y,288,36.0,41031.0,0.082,2656.34694,256.03344000000004,1430.6142,31.25,1150.2551020408164,2240.2925999999998,256.44375,2459.77480458,3605.25,128.01672000000002,1385.6
4966,Thermo Laminator,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.15218,0.1531963842490079,0.6678829340306734,0.6678829340306734,False,8,8,Y,288,36.0,101424.0,0.077,6566.18976,632.88576,3536.3167999999996,31.25,2862.0748299319725,5537.7504,633.9,6080.285632319999,8638.0,316.44288,3464.0
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.25594,0.22823425397493874,-10.825094172486232,10.825094172486232,False,8,8,Y,288,36.0,2523.0,0.103,163.33902,15.743520000000002,87.9686,31.25,58.75850340136054,70.452252,18.9225,151.25178114,466.3333333333333,7.871760000000001,69.28
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.2063,0.18366020850824488,-10.974208187956922,10.974208187956922,False,8,8,Y,288,36.0,4572.0,0.098,295.99127999999996,28.52928,159.41039999999998,31.25,116.83673469387755,127.668528,28.575,274.08765095999996,621.4285714285713,14.26464,138.56
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.17548,0.15665571052035918,-10.727313357442911,10.727313357442911,False,8,8,Y,288,36.0,10692.0,0.092,692.20008,66.71808,372.7944,31.25,290.3061224489796,298.563408,66.825,640.97663256,1077.0,33.35904,346.4
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.15962,0.1491096615549796,-6.584599953026197,6.584599953026197,False,8,8,Y,288,36.0,20835.0,0.087,1348.8579,130.0104,726.4469999999999,31.25,577.8061224489795,581.79654,130.21875,1249.0411653,1922.25,65.0052,692.8
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.14856,0.14505334600620817,-2.360429451933108,2.360429451933108,False,8,8,Y,288,36.0,41031.0,0.082,2656.34694,256.03344000000004,1430.6142,31.25,1150.2551020408164,1145.749644,256.44375,2459.77480458,3605.25,128.01672000000002,1385.6
4963,Thermo Laminator,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.14396,0.1423740377530079,-1.1016686906030269,1.1016686906030269,False,8,8,Y,288,36.0,101424.0,0.077,6566.18976,632.88576,3536.3167999999996,31.25,2862.0748299319725,2832.163776,633.9,6080.285632319999,8638.0,316.44288,3464.0
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.25136,0.22673861957493874,-9.795265923401193,9.795265923401193,False,8,8,Y,288,36.0,2523.0,0.103,163.33902,15.743520000000002,87.9686,31.25,58.75850340136054,62.97408000000001,18.9225,151.25178114,466.3333333333333,7.871760000000001,69.28
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.2021,0.18230506770824487,-9.794622608488439,9.794622608488439,False,8,8,Y,288,36.0,4572.0,0.098,295.99127999999996,28.52928,159.41039999999998,31.25,116.83673469387755,114.11712,28.575,274.08765095999996,621.4285714285713,14.26464,138.56
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.17151,0.15538806700035918,-9.399995918395907,9.399995918395907,False,8,8,Y,288,36.0,10692.0,0.092,692.20008,66.71808,372.7944,31.25,290.3061224489796,266.87232,66.825,640.97663256,1077.0,33.35904,346.4
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.15574,0.14787456275497957,-5.050364225645579,5.050364225645579,False,8,8,Y,288,36.0,20835.0,0.087,1348.8579,130.0104,726.4469999999999,31.25,577.8061224489795,520.0416,130.21875,1249.0411653,1922.25,65.0052,692.8
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.14473,0.14383718716620816,-0.6168816650257956,0.6168816650257956,False,8,8,Y,288,36.0,41031.0,0.082,2656.34694,256.03344000000004,1430.6142,31.25,1150.2551020408164,1024.1337600000002,256.44375,2459.77480458,3605.25,128.01672000000002,1385.6
4961,Thermo Laminator,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.14017,0.1411715548090079,0.7145286502160977,0.7145286502160977,False,8,8,Y,288,36.0,101424.0,0.077,6566.18976,632.88576,3536.3167999999996,31.25,2862.0748299319725,2531.54304,633.9,6080.285632319999,8638.0,316.44288,3464.0
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,5000,0.22,0.20645820029327502,-6.155363503056808,6.155363503056808,False,10,10,Y,280,35.0,1995.0,0.108,129.15630000000002,12.448800000000002,71.54639999999999,31.25,47.23032069970846,108.927,14.9625,119.59861409999999,421.6666666666667,6.224400000000001,69.28
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,10000,0.1744,0.16309226315788466,-6.483794060845948,6.483794060845948,False,10,10,Y,280,35.0,3581.6666666666665,0.098,231.87709999999998,22.349600000000002,128.4488,31.25,93.488824101069,195.559,22.385416666666664,214.71797970000003,541.1111111111111,11.174800000000001,138.56
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,25000,0.14633,0.13719972865442823,-6.239507514229318,6.239507514229318,False,10,10,Y,280,35.0,8341.666666666666,0.092,540.0395,52.052,299.15599999999995,31.25,232.2643343051506,455.4549999999999,52.13541666666666,500.07607649999994,895.1388888888888,26.026,346.4
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,50000,0.13257,0.12968983646299076,-2.172560561974228,2.172560561974228,False,10,10,Y,280,35.0,16231.25,0.087,1050.811125,101.283,582.0989999999999,31.25,462.2813411078717,886.2262499999999,101.4453125,973.050127875,1552.6041666666665,50.6415,692.8
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,100000,0.12324,0.1256846039895651,1.9836124550187442,1.9836124550187442,False,10,10,Y,280,35.0,31937.5,0.082,2067.63375,199.29,1145.37,31.25,920.1895043731778,1743.7875,199.60937500000003,1914.62693625,2861.458333333333,99.645,1385.6
6015,Thermo Laminator,3.5,6.0,0.0,CLR PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,250000,0.1192,0.12308123540334416,3.2560699692484567,3.2560699692484567,False,10,10,Y,280,35.0,78910.41666666666,0.077,5108.660374999999,492.4009999999999,2829.953,31.25,2289.6622934888237,4308.508749999999,493.19010416666663,4730.614772624999,6775.868055555555,246.20049999999995,3464.0
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,5000,0.21237,0.195814476293275,-7.795603760759523,7.795603760759523,False,10,10,Y,280,35.0,1995.0,0.108,129.15630000000002,12.448800000000002,71.54639999999999,31.25,47.23032069970846,55.708380000000005,14.9625,119.59861409999999,421.6666666666667,6.224400000000001,69.28
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,10000,0.16735,0.15353780915788465,-8.253475256716673,8.253475256716673,False,10,10,Y,280,35.0,3581.6666666666665,0.098,231.87709999999998,22.349600000000002,128.4488,31.25,93.488824101069,100.01446,22.385416666666664,214.71797970000003,541.1111111111111,11.174800000000001,138.56
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,25000,0.13964,0.12829883665442826,-8.121715372079438,8.121715372079438,False,10,10,Y,280,35.0,8341.666666666666,0.092,540.0395,52.052,299.15599999999995,31.25,232.2643343051506,232.93269999999998,52.13541666666666,500.07607649999994,895.1388888888888,26.026,346.4
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,50000,0.12603,0.12103013996299077,-3.967198315487771,3.967198315487771,False,10,10,Y,280,35.0,16231.25,0.087,1050.811125,101.283,582.0989999999999,31.25,462.2813411078717,453.24142499999994,101.4453125,973.050127875,1552.6041666666665,50.6415,692.8
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,100000,0.11679,0.1171649564895651,0.32105187906934884,0.32105187906934884,False,10,10,Y,280,35.0,31937.5,0.082,2067.63375,199.29,1145.37,31.25,920.1895043731778,891.8227499999999,199.60937500000003,1914.62693625,2861.458333333333,99.645,1385.6
6014,Thermo Laminator,3.5,6.0,0.0,CLR PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,250000,0.11281,0.11466117830334416,1.64097004108161,1.64097004108161,False,10,10,Y,280,35.0,78910.41666666666,0.077,5108.660374999999,492.4009999999999,2829.953,31.25,2289.6622934888237,2203.4944749999995,493.19010416666663,4730.614772624999,6775.868055555555,246.20049999999995,3464.0
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,5000,0.20884,0.18817876513520404,-9.893332151310073,9.893332151310073,False,10,10,Y,280,35.0,1968.75,0.108,127.456875,12.285,70.60499999999999,31.25,47.19387755102041,49.14,14.765625,118.02494812500001,394.75,6.1425,69.28
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,10000,0.1641,0.14929461349551584,-9.022173372628977,9.022173372628977,False,10,10,Y,280,35.0,3555.4166666666665,0.098,230.177675,22.1858,127.50739999999999,31.25,93.45238095238095,88.7432,22.221354166666664,213.14431372500002,514.6111111111111,11.0929,138.56
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,25000,0.13656,0.12604971278948074,-7.696461050468109,7.696461050468109,False,10,10,Y,280,35.0,8315.416666666666,0.092,538.340075,51.8882,298.21459999999996,31.25,232.22789115646256,207.5528,51.97135416666666,498.5024105249999,868.9513888888889,25.9441,346.4
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,50000,0.12301,0.11943788353051701,-2.9039236399341357,2.9039236399341357,False,10,10,Y,280,35.0,16205.0,0.087,1049.1117,101.1192,581.1576,31.25,462.2448979591837,404.4768,101.28125,971.4764619,1526.4166666666665,50.5596,692.8
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,100000,0.11381,0.11590329502332823,1.839289186651645,1.839289186651645,False,10,10,Y,280,35.0,31911.25,0.082,2065.9343249999997,199.12619999999998,1144.4286,31.25,920.1530612244898,796.5047999999999,199.4453125,1913.0532702750002,2835.270833333333,99.56309999999999,1385.6
6013,Thermo Laminator,3.5,6.0,0.0,CLR PET,Gloss,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,250000,0.10986,0.11359960281684943,3.4039712514558804,3.4039712514558804,False,10,10,Y,280,35.0,78884.16666666666,0.077,5106.960949999999,492.2372,2829.0116,31.25,2289.6258503401355,1968.9488,493.02604166666663,4729.041106649999,6749.680555555556,246.1186,3464.0
5001,Thermo Laminator,3.5,6.0,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Rounded,None,5000,0.22122,0.20770308029327503,-6.110170738054865,6.110170738054865,False,10,10,Y,280,35.0,1995.0,0.108,135.38070000000002,12.448800000000002,71.54639999999999,31.25,47.23032069970846,108.927,14.9625,119.59861409999999,421.6666666666667,6.224400000000001,69.28
