est_no,fl_num,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,corners,gusset_detail,quantity,lt_price,calc_price,error_pct,abs_error_pct,has_addcost,layout_around,lt_around,layout_match,layout_gear,layout_repeat,stock_length,spoilage,c_substrate,c_priming,c_clicks,c_hp_makeready,c_hp_running,c_laminate,c_thermo_labor,c_zipper,c_poucher_labor,c_sealer,c_packaging
6442,FL-DL-1232,6.0,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,25000,0.12576,0.16408059720888887,30.471212793327656,30.471212793327656,False,6,6,Y,288,36.0,14082.0,0.092,955.60452,87.87168,490.9924,31.25,387.10317460317464,393.22576799999996,88.0125,0,1277.6190476190475,43.93584,346.4
6442,FL-DL-1232,6.0,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,50000,0.12457,0.1576774552828118,26.577390449395356,26.577390449395356,False,6,6,Y,288,36.0,27609.0,0.087,1873.54674,172.28016,962.6338,31.25,770.5215419501134,770.953716,172.55625,0,2351.190476190476,86.14008,692.8
6442,FL-DL-1232,6.0,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,100000,0.124,0.15414064336902494,24.306970458891083,24.306970458891083,False,6,6,Y,288,36.0,54531.0,0.082,3700.4736599999997,340.27344,1901.3142,31.25,1533.6167800453516,1522.723644,340.81875,0,4487.857142857143,170.13672,1385.6
6441,FL-DL-1232,4.5,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,5000,0.10375,0.19047808970340135,83.59333947315794,83.59333947315794,False,8,8,Y,288,36.0,2499.0,0.103,169.58214,15.59376,87.1318,31.25,58.786848072562364,69.78207599999999,18.7425,0,424.44444444444446,7.79688,69.28
6441,FL-DL-1232,4.5,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,10000,0.09834,0.15243855981678006,55.01175494893234,55.01175494893234,False,8,8,Y,288,36.0,4548.0,0.098,308.62728000000004,28.379520000000003,158.5736,31.25,116.86507936507937,126.99835200000001,28.425,0,572.5170068027211,14.189760000000001,138.56
6441,FL-DL-1232,4.5,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,25000,0.09488,0.12939839703147393,36.38110985610658,36.38110985610658,False,8,8,Y,288,36.0,10668.0,0.092,723.93048,66.56832,371.95759999999996,31.25,290.3344671201814,297.893232,66.675,0,1006.6666666666666,33.28416,346.4
6441,FL-DL-1232,4.5,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,50000,0.09371,0.12314763735573697,31.413549627293747,31.413549627293747,False,8,8,Y,288,36.0,20811.0,0.087,1412.2344600000001,129.86064000000002,725.6102,31.25,577.8344671201813,581.126364,130.06875000000002,0,1811.6666666666667,64.93032000000001,692.8
6441,FL-DL-1232,4.5,8.0,0.0,MET PET,Matte,Stand Up Pouch,None,None,Rounded,K-Seal,100000,0.09315,0.11979368414235829,28.60298888068523,28.60298888068523,False,8,8,Y,288,36.0,41007.0,0.082,2782.7350199999996,255.88368,1429.7774,31.25,1150.2834467120183,1145.079468,256.29375,0,3414.52380952381,127.94184,1385.6
6418,FL-DL-1270 Cost Only,3.0,5.0,0.0,CLR PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,5000,0.16119,0.16916902927815872,4.9500771004148625,4.9500771004148625,False,12,12,Y,288,36.0,1743.0,0.108,112.84182,10.876320000000002,60.7726,31.25,39.48412698412698,48.671532,13.0725,104.49142073999998,349.6666666666667,5.438160000000001,69.28
6418,FL-DL-1270 Cost Only,3.0,5.0,0.0,CLR PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,10000,0.12846,0.13370403822932425,4.082234337010945,4.082234337010945,False,12,12,Y,288,36.0,3114.0,0.103,201.60036,19.43136,108.5748,31.25,78.34467120181405,86.95533599999999,23.355,186.68174652000002,452.57142857142856,9.71568,138.56
6418,FL-DL-1270 Cost Only,3.0,5.0,0.0,CLR PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,15000,0.11918,0.12309173090033863,3.2822041452749113,3.2822041452749113,False,12,12,Y,288,36.0,4473.0,0.098,289.58202,27.91152,155.9586,31.25,116.86507936507937,124.904052,27.956249999999997,268.15268213999997,581.9999999999999,13.95576,207.84
6418,FL-DL-1270 Cost Only,3.0,5.0,0.0,CLR PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,20000,0.11089,0.11474484955281859,3.476282399511759,3.476282399511759,False,12,12,Y,288,36.0,5847.0,0.098,378.53477999999996,36.485279999999996,203.8654,31.25,155.8106575963719,163.271628,36.54375,350.52285545999996,643.2499999999999,18.242639999999998,277.12
6418,FL-DL-1270 Cost Only,3.0,5.0,0.0,CLR PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,25000,0.10815,0.11137568289643175,2.982600921342354,2.982600921342354,False,12,12,Y,288,36.0,7182.0,0.092,464.96268,44.81568,250.4124,31.25,193.65079365079364,200.550168,44.8875,430.55501075999996,754.5,22.40784,346.4
6437,,5.5,4.75,0.0,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,80000,0.22835,0.17849379989030106,-21.833238497788017,21.833238497788017,False,6,6,Y,264,33.0,40130.75,0.082,2723.272695,250.41588000000002,1526.4278,31.25,1226.986703772418,1120.6110629999998,250.8171875,2405.805555285,3510.2291666666665,125.20794000000001,1108.48
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,5000,0.24529,0.25641594048364297,4.535831254287969,4.535831254287969,False,6,6,Y,264,33.0,2882.0,0.103,195.57252,17.98368,109.6208,31.25,78.29313543599258,80.476968,21.615,172.77353676000004,496.2222222222222,8.99184,69.28
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,10000,0.21016,0.21426204968569793,1.9518698542529078,1.9518698542529078,False,6,6,Y,264,33.0,5387.25,0.098,365.578785,33.61644,204.9114,31.25,155.7591218305504,150.43356899999998,33.670312499999994,322.961219955,689.0714285714286,16.80822,138.56
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,25000,0.18388,0.18828445620102743,2.3952883407806427,2.3952883407806427,False,6,6,Y,264,33.0,12867.25,0.092,873.1715849999999,80.29164,489.4234,31.25,387.0516388373531,359.30508899999995,80.4203125,771.381086355,1248.2708333333333,40.14582,346.4
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,50000,0.17756,0.1813299253715525,2.123183921802484,2.123183921802484,False,6,6,Y,264,33.0,25267.0,0.087,1714.61862,157.66608,961.0648,31.25,770.4700061842918,705.555708,157.91875000000002,1514.73593106,2281.583333333333,78.83304,692.8
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,100000,0.17395,0.1774610624096953,2.01843196878144,2.01843196878144,False,6,6,Y,264,33.0,49945.5,0.082,3389.30163,311.65992,1899.7451999999998,31.25,1533.56524427953,1394.678142,312.159375,2994.19176969,4338.125,155.82996,1385.6
6430,FL-DL-1283 Cost Only,5.5,4.5,0.0,WHT MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,250000,0.17093,0.1748549464164939,2.296230279350557,2.296230279350557,False,6,6,Y,264,33.0,123761.0,0.077,8398.42146,772.26864,4707.4184000000005,31.25,3816.048237476809,3455.902164,773.50625,7419.37046598,10489.416666666668,386.13432,3464.0
6428,FL-CQ-1282,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.16642,0.17958858695535715,7.912863210766215,7.912863210766215,False,15,15,Y,300,37.5,1609.375,0.108,109.2121875,10.0425,53.869,31.25,31.547619047619047,44.9401875,12.0703125,96.4807115625,434.22916666666663,5.02125,69.28
6428,FL-CQ-1282,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.12372,0.1270629834569161,2.7020558170999918,2.7020558170999918,False,15,15,Y,300,37.5,2750.0,0.103,186.615,17.16,92.048,31.25,62.58503401360545,76.791,20.625,164.86024500000002,471.55555555555554,8.58,138.56
6428,FL-CQ-1282,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,15000,0.10985,0.11086927476377552,0.9278787107651485,0.9278787107651485,False,15,15,Y,300,37.5,3881.25,0.098,263.381625,24.219,129.9132,31.25,93.36734693877551,108.380025,24.2578125,232.67775487500003,535.6428571428571,12.1095,207.84
6428,FL-CQ-1282,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,20000,0.10496,0.10538251022442603,0.4025440400400479,0.4025440400400479,False,15,15,Y,300,37.5,5028.125,0.098,341.2085625,31.375500000000002,168.3014,31.25,124.57482993197279,140.4053625,31.42578125,301.4319706875,644.8690476190476,15.687750000000001,277.12
6428,FL-CQ-1282,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.09895,0.09911055538562925,0.16225910624482812,0.16225910624482812,False,15,15,Y,300,37.5,6171.875,0.098,418.8234375,38.5125,206.585,31.25,155.69727891156464,172.3434375,38.57421875,369.9988453125,680.3229166666667,19.25625,346.4
6420,FL-DL-1273 Cost Only,3.5,4.5,0.0,MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,2500,0.25228,0.272945037781814,8.191310362222135,8.191310362222135,False,10,10,Y,280,35.0,1160.8333333333333,0.108,78.77415,7.243600000000001,41.630799999999994,31.25,23.639455782312922,32.41511,8.706249999999999,69.59100645,349.4722222222222,5.0,34.64
6420,FL-DL-1273 Cost Only,3.5,4.5,0.0,MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,5000,0.181,0.18657434013520405,3.0797459310519635,3.0797459310519635,False,10,10,Y,280,35.0,1968.75,0.108,133.599375,12.285,70.60499999999999,31.25,47.19387755102041,54.975375,14.765625,118.02494812500001,374.74999999999994,6.1425,69.28
6420,FL-DL-1273 Cost Only,3.5,4.5,0.0,MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,10000,0.1489,0.14945772899551585,0.37456614876819594,0.37456614876819594,False,10,10,Y,280,35.0,3555.4166666666665,0.098,241.27057499999998,22.1858,127.50739999999999,31.25,93.45238095238095,99.281455,22.221354166666664,213.14431372500002,494.6111111111111,11.0929,138.56
6420,FL-DL-1273 Cost Only,3.5,4.5,0.0,MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,25000,0.12885,0.12727335258948072,-1.2236301206979214,1.2236301206979214,False,10,10,Y,280,35.0,8315.416666666666,0.092,564.284175,51.8882,298.21459999999996,31.25,232.22789115646256,232.199695,51.97135416666666,498.5024105249999,848.9513888888888,25.9441,346.4
6420,FL-DL-1273 Cost Only,3.5,4.5,0.0,MET PET,Matte,3 Side Top Fill,CR Zipper,Standard,Straight,None,50000,0.11773,0.12100970793051702,2.7857877605682644,2.7857877605682644,False,10,10,Y,280,35.0,16205.0,0.087,1099.6713,101.1192,581.1576,31.25,462.2448979591837,452.50842,101.28125,971.4764619,1506.4166666666667,50.5596,692.8
6419,FL-CQ-1271,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.22993,0.22580860597493874,-1.792455975758387,1.792455975758387,False,8,8,Y,288,36.0,2523.0,0.103,171.21078,15.743520000000002,87.9686,31.25,58.75850340136054,70.452252,18.9225,151.25178114,446.3333333333333,7.871760000000001,69.28
6419,FL-CQ-1271,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.193,0.1830866725082449,-5.136439114899019,5.136439114899019,False,8,8,Y,288,36.0,4572.0,0.098,310.25592,28.52928,159.41039999999998,31.25,116.83673469387755,127.668528,28.575,274.08765095999996,601.4285714285714,14.26464,138.56
6419,FL-CQ-1271,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.1698,0.1571900721203592,-7.426341507444521,7.426341507444521,False,8,8,Y,288,36.0,10692.0,0.092,725.55912,66.71808,372.7944,31.25,290.3061224489796,298.563408,66.825,640.97663256,1057.0,33.35904,346.4
6419,FL-CQ-1271,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.15648,0.15000976555497958,-4.134863525703239,4.134863525703239,False,8,8,Y,288,36.0,20835.0,0.087,1413.8631,130.0104,726.4469999999999,31.25,577.8061224489795,581.79654,130.21875,1249.0411653,1902.25,65.0052,692.8
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,25000,0.12827,0.1361462347894807,6.140356115600462,6.140356115600462,False,10,10,Y,280,35.0,8315.416666666666,0.092,564.284175,51.8882,298.21459999999996,31.25,232.22789115646256,454.02174999999994,51.97135416666666,498.5024105249999,848.9513888888888,25.9441,346.4
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,50000,0.11784,0.129655399530517,10.026645901660723,10.026645901660723,False,10,10,Y,280,35.0,16205.0,0.087,1099.6713,101.1192,581.1576,31.25,462.2448979591837,884.793,101.28125,971.4764619,1506.4166666666667,50.5596,692.8
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,60000,0.11705,0.12865778077992535,9.916942144318961,9.916942144318961,False,10,10,Y,280,35.0,19375.416666666664,0.087,1314.8157749999998,120.90259999999999,694.8578,31.25,554.6768707482993,1057.8977499999999,121.09635416666666,1161.5403413249996,1770.6180555555552,60.451299999999996,831.36
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,75000,0.11628,0.1276668969994059,9.792653078264447,9.792653078264447,False,10,10,Y,280,35.0,24132.5,0.087,1637.63145,150.5868,865.4603999999999,31.25,693.3673469387755,1317.6345,150.828125,1446.72358635,2167.0416666666665,75.2934,1039.2
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,100000,0.11152,0.12615742052332823,13.125377083328768,13.125377083328768,False,10,10,Y,280,35.0,31911.25,0.082,2165.497425,199.12619999999998,1144.4286,31.25,920.1530612244898,1742.3542499999999,199.4453125,1913.0532702750002,2815.2708333333335,99.56309999999999,1385.6
6245,FL-DL-1141,3.5,4.3,0.0,MET PET,Soft Touch,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,150000,0.11071,0.12516653674280878,13.058022529860697,13.058022529860697,False,10,10,Y,280,35.0,47693.33333333333,0.082,3236.4695999999994,297.60639999999995,1710.4191999999998,31.25,1380.2721088435371,2604.0559999999996,298.0833333333333,2859.176224799999,4130.444444444444,148.80319999999998,2078.4
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,10000,0.22503,0.2388733635363837,6.151785778066785,6.151785778066785,False,6,6,Y,264,33.0,5513.75,0.098,420.610905,34.4058,209.72299999999998,31.25,155.80550401978974,301.05075,34.4609375,330.544791225,715.1190476190477,17.2029,138.56
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,20000,0.20892,0.2123626957076987,1.6478535840028243,1.6478535840028243,False,6,6,Y,264,33.0,10491.25,0.092,800.314515,65.4654,399.049,31.25,309.7170686456401,572.8222499999999,65.5703125,628.941834675,1064.2708333333333,32.7327,277.12
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,25000,0.19747,0.2085706636460637,5.621443077968139,5.621443077968139,False,6,6,Y,264,33.0,12993.75,0.092,991.215225,81.081,494.23499999999996,31.25,387.09802102659245,709.45875,81.2109375,778.964657625,1272.8125,40.5405,346.4
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,50000,0.19072,0.20017765359407058,4.958920718367545,4.958920718367545,False,6,6,Y,264,33.0,25393.5,0.087,1937.1177539999999,158.45544,965.8764,31.25,770.5163883735312,1386.4850999999999,158.709375,1522.3195023299998,2306.1249999999995,79.22772,692.8
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,75000,0.18237,0.19681437910625027,7.920370184926393,7.920370184926393,False,6,6,Y,264,33.0,37675.0,0.082,2873.9997,235.092,1433.02,31.25,1150.2782931354361,2057.055,235.46875000000003,2258.5853565,3329.5833333333335,117.546,1039.2
6240,,5.5,4.75,2.0,ALOX PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,100000,0.18138,0.1955470800209543,7.810717841522931,7.810717841522931,False,6,6,Y,264,33.0,50072.0,0.082,3819.692448,312.44928,1904.5567999999998,31.25,1533.6116264687694,2733.9312,312.95,3001.77534096,4362.666666666666,156.22464,1385.6
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.34892,0.168048129350585,-51.83763345449244,51.83763345449244,False,9,6,N,288,36.0,4116.0,0.098,279.31176,25.68384,143.51119999999997,31.25,103.91156462585035,114.93518399999999,25.724999999999998,246.75082487999998,558.0,12.84192,138.56
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,20000,0.31037,0.14605566013538093,-52.941437595327855,52.941437595327855,False,9,6,N,288,36.0,7737.0,0.092,525.03282,48.27888,269.7634,31.25,206.54761904761904,216.04798799999998,48.356249999999996,463.82680566,810.75,24.13944,277.12
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.30527,0.1427325326477007,-53.24383901212018,53.24383901212018,False,9,6,N,288,36.0,9555.0,0.092,648.4023,59.6232,333.15099999999995,31.25,258.078231292517,266.81381999999996,59.71875,572.8144149000001,962.25,29.8116,346.4
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.2856,0.13562851916660953,-52.51102270076697,52.51102270076697,False,9,6,N,288,36.0,18573.0,0.087,1260.36378,115.89552,647.5785999999999,31.25,513.6904761904761,518.632452,116.08125,1113.43612014,1713.75,57.94776,692.8
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,75000,0.27717,0.13343853186958549,-51.85679118606434,51.85679118606434,False,9,6,N,288,36.0,27633.0,0.087,1875.17538,172.42991999999998,963.4706,31.25,770.4931972789116,771.6238919999998,172.70625,1656.57569094,2468.75,86.21495999999999,1039.2
6135,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.27306,0.1318094866310544,-51.72874583203164,51.72874583203164,False,9,6,N,288,36.0,36525.0,0.082,2478.5865,227.916,1273.5049999999999,31.25,1022.5340136054422,1019.9240999999998,228.28125,2189.6437995,3209.7499999999995,113.958,1385.6
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,10000,0.30829,0.1711687699440363,-44.47800125075861,44.47800125075861,False,9,6,N,288,36.0,4140.0,0.098,280.9404,25.8336,144.348,31.25,103.88321995464852,115.60536,25.874999999999996,248.1896052,584.2857142857143,12.9168,138.56
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,20000,0.29128,0.14760169471782086,-49.326526119946145,49.326526119946145,False,9,6,N,288,36.0,7761.0,0.092,526.6614599999999,48.428639999999994,270.6002,31.25,206.51927437641723,216.71816399999997,48.50625,465.26558597999997,836.75,24.214319999999997,277.12
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,25000,0.29034,0.14396936031365262,-50.413528858010395,50.413528858010395,False,9,6,N,288,36.0,9579.0,0.092,650.03094,59.772960000000005,333.9878,31.25,258.0498866213152,267.483996,59.86875,574.25319522,988.25,29.886480000000002,346.4
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,50000,0.27905,0.1362469329995855,-51.174723884757036,51.174723884757036,False,9,6,N,288,36.0,18597.0,0.087,1261.99242,116.04528,648.4154,31.25,513.6621315192745,519.302628,116.23125,1114.87490046,1739.75,58.02264,692.8
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,75000,0.2734,0.13385080775823613,-51.04213322668758,51.04213322668758,False,9,6,N,288,36.0,27657.0,0.087,1876.80402,172.57968000000002,964.3073999999999,31.25,770.4648526077098,772.294068,172.85625,1658.0144712600002,2494.75,86.28984000000001,1039.2
6023,,4.0,5.0,2.5,WHT MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Rounded,K-Seal,100000,0.27067,0.13211869354754244,-51.18827592731281,51.18827592731281,False,9,6,N,288,36.0,36549.0,0.082,2480.2151400000002,228.06576,1274.3418000000001,31.25,1022.5056689342405,1020.594276,228.43125,2191.08257982,3235.75,114.03288,1385.6
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.25295,0.22831297157493874,-9.739880776857587,9.739880776857587,False,8,8,Y,288,36.0,2523.0,0.103,171.21078,15.743520000000002,87.9686,31.25,58.75850340136054,62.97408000000001,18.9225,151.25178114,466.3333333333333,7.871760000000001,69.28
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.20356,0.18373153170824488,-9.74084706806598,9.74084706806598,False,8,8,Y,288,36.0,4572.0,0.098,310.25592,28.52928,159.41039999999998,31.25,116.83673469387755,114.11712,28.575,274.08765095999996,621.4285714285713,14.26464,138.56
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.17289,0.15672242860035918,-9.351362947331143,9.351362947331143,False,8,8,Y,288,36.0,10692.0,0.092,725.55912,66.71808,372.7944,31.25,290.3061224489796,266.87232,66.825,640.97663256,1077.0,33.35904,346.4
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,50000,0.15709,0.14917466675497956,-5.038725090725346,5.038725090725346,False,8,8,Y,288,36.0,20835.0,0.087,1413.8631,130.0104,726.4469999999999,31.25,577.8061224489795,520.0416,130.21875,1249.0411653,1922.25,65.0052,692.8
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,100000,0.14607,0.14511735436620815,-0.6521843183349451,0.6521843183349451,False,8,8,Y,288,36.0,41031.0,0.082,2784.36366,256.03344000000004,1430.6142,31.25,1150.2551020408164,1024.1337600000002,256.44375,2459.77480458,3605.25,128.01672000000002,1385.6
4954,Thermo Laminator,4.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,250000,0.1415,0.14243732632900788,0.6624214339278394,0.6624214339278394,False,8,8,Y,288,36.0,101424.0,0.077,6882.63264,632.88576,3536.3167999999996,31.25,2862.0748299319725,2531.54304,633.9,6080.285632319999,8638.0,316.44288,3464.0
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,5000,0.2336,0.22150656994517912,-5.176982044015791,5.176982044015791,False,8,8,Y,288,36.0,2424.0,0.103,164.49264,15.12576,84.5168,31.25,58.786848072562364,67.687776,18.18,145.31681232,445.3333333333333,7.56288,69.28
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,10000,0.2,0.18110517235050794,-9.447413824746038,9.447413824746038,False,8,8,Y,288,36.0,4473.0,0.098,303.53778,27.91152,155.9586,31.25,116.86507936507937,124.904052,27.956249999999997,268.15268213999997,602.0,13.95576,138.56
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,25000,0.17904,0.15644461491440725,-12.620299980782368,12.620299980782368,False,8,8,Y,288,36.0,10593.0,0.092,718.8409800000001,66.10032,369.3426,31.25,290.3344671201814,295.798932,66.20625,635.0416637400001,1058.75,33.05016,346.4
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,50000,0.1711,0.14963703695200362,-12.544104645234592,12.544104645234592,False,8,8,Y,288,36.0,20736.0,0.087,1407.1449599999999,129.39264,722.9952,31.25,577.8344671201813,579.032064,129.6,1243.10619648,1904.0,64.69632,692.8
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,100000,0.1679,0.1459471489047202,-13.074955982894465,13.074955982894465,False,8,8,Y,288,36.0,40932.0,0.082,2777.64552,255.41568,1427.1623999999997,31.25,1150.2834467120183,1142.985168,255.825,2453.8398357600004,3586.9999999999995,127.70784,1385.6
4957,Thermo Laminator,4.5,5.0,2.0,MET PET,Matte,3 Side Bottom Fill,CR Zipper,Standard,Straight,None,250000,0.16593,0.1434852635524127,-13.526629571257335,13.526629571257335,False,8,8,Y,288,36.0,101325.0,0.077,6875.9145,632.268,3532.865,31.25,2862.1031746031745,2829.3993,633.28125,6074.3506635,8619.75,316.134,3464.0
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,5000,0.33958,0.30309745686376677,-10.743431043121863,10.743431043121863,False,5,5,Y,260,32.5,3439.5833333333335,0.103,222.678625,21.463,132.84199999999998,31.25,93.86446886446886,187.80125,25.796875,206.200200375,513.5793650793652,10.7315,69.28
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,10000,0.28819,0.25704165659616063,-10.808266561587624,10.808266561587624,False,5,5,Y,260,32.5,6399.791666666667,0.098,414.32251249999996,39.9347,247.16979999999998,31.25,186.80664573521716,349.42862499999995,39.99869791666667,383.6622625875,719.3159722222223,19.96735,138.56
4980,Thermo Laminator,6.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,K-Seal,25000,0.25151,0.2333287157655742,-7.228851431126318,7.228851431126318,False,5,5,Y,260,32.5,15172.083333333334,0.087,982.2406749999999,94.6738,585.9692,31.25,462.23181580324433,828.3957499999999,94.82552083333334,909.553954725,1450.3402777777778,47.3369,346.4
