estimate,application,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,corners,cmykovg_colors,white_colors,actual_price,calc_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around,run_ft
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,5000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.34176,0.25645,24.96,UNDER,353.94,205.73,722.57,1282.23,5,260,1,5,2862.7
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,10000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.29024,0.21379,26.34,UNDER,665.33,368.04,1104.52,2137.9,5,260,1,5,5625.2
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,25000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.25348,0.1938,23.54,UNDER,1599.51,877.51,2368.06,4845.08,5,260,1,5,13912.7
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,50000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.23486,0.18688,20.43,UNDER,3156.48,1726.62,4460.69,9343.79,5,260,1,5,27725.2
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,100000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.22754,0.18321,19.48,UNDER,6270.41,3424.85,8626.06,18321.32,5,260,1,5,55350.2
4973,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / CLR PE,250000,6.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.22054,0.18086,17.99,UNDER,15612.21,8519.53,21082.39,45214.13,5,260,1,5,138225.2
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,5000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.32818,0.24089,26.6,UNDER,353.94,127.92,722.57,1204.43,5,260,1,5,2862.7
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,10000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.27748,0.19857,28.44,UNDER,665.33,215.81,1104.52,1985.67,5,260,1,5,5625.2
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,25000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.24123,0.17878,25.89,UNDER,1599.51,501.99,2368.06,4469.56,5,260,1,5,13912.7
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,50000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.22282,0.17192,22.84,UNDER,3156.48,978.96,4460.69,8596.13,5,260,1,5,27725.2
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,100000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.21563,0.16829,21.95,UNDER,6270.41,1932.89,8626.06,16829.36,5,260,1,5,55350.2
4970,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,250000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.20874,0.16596,20.5,UNDER,15612.21,4794.69,21082.39,41489.29,5,260,1,5,138225.2
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,5000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.32191,0.23916,25.71,UNDER,353.94,119.28,722.57,1195.78,5,260,1,5,2862.7
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,10000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.27159,0.19688,27.51,UNDER,665.33,198.9,1104.52,1968.75,5,260,1,5,5625.2
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,25000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.23558,0.17711,24.82,UNDER,1599.51,460.27,2368.06,4427.84,5,260,1,5,13912.7
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,50000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.21726,0.17026,21.63,UNDER,3156.48,895.88,4460.69,8513.05,5,260,1,5,27725.2
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,100000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.21014,0.16664,20.7,UNDER,6270.41,1767.12,8626.06,16663.59,5,260,1,5,55350.2
4968,Master Pricing Grid (L) / Q / 6.5W x 5H x 2D / 1182 / MET PE,250000,6.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.20329,0.1643,19.18,UNDER,15612.21,4380.82,21082.39,41075.41,5,260,1,5,138225.2
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,5000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.26585,0.20402,23.26,UNDER,244.64,152.61,622.84,1020.08,8,288,1,8,2016.0
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,10000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.21541,0.16211,24.74,UNDER,446.91,273.92,900.32,1621.15,8,288,1,8,3927.0
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,25000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.18409,0.13586,26.2,UNDER,1054.36,616.45,1725.69,3396.5,8,288,1,8,9666.0
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,50000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.16804,0.12903,23.21,UNDER,2066.36,1204.2,3181.1,6451.66,8,288,1,8,19227.0
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,100000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.15687,0.12549,20.0,UNDER,4090.68,2379.9,6078.71,12549.29,8,288,1,8,38352.0
4966,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,250000,4.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.15218,0.12326,19.0,UNDER,10163.63,5906.98,14744.22,30814.84,8,288,1,8,95727.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,5000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.25594,0.19302,24.58,UNDER,244.64,97.62,622.84,965.09,8,288,1,8,2016.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,10000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.2063,0.15147,26.58,UNDER,446.91,167.44,900.32,1514.67,8,288,1,8,3927.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,25000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.17548,0.12542,28.53,UNDER,1054.36,355.34,1725.69,3135.39,8,288,1,8,9666.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,50000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.15962,0.11866,25.66,UNDER,2066.36,685.5,3181.1,5932.96,8,288,1,8,19227.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,100000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.14856,0.11515,22.49,UNDER,4090.68,1345.92,6078.71,11515.31,8,288,1,8,38352.0
4963,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,250000,4.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.14396,0.11294,21.55,UNDER,10163.63,3327.16,14744.22,28235.01,8,288,1,8,95727.0
4961,Master Pricing Grid (L) / Core / 4.5W x 5H x 2D / 1148 / CLR,5000,4.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,Standard,Straight,4,1,0.25136,0.1918,23.7,UNDER,244.64,91.51,622.84,958.98,8,288,1,8,2016.0
