estimate,application,quantity,width,height,gusset,substrate,finish,seal_type,zipper,actual_price,calc_price,error_pct,direction,hp_total,thermo_total,poucher_total,packing_total,total_cost,labels_per_cycle,gear_teeth
6013,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / CLR PET / G,100000,3.5,6.0,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.11381,0.11199,1.6,UNDER,4132.19,937.78,4743.76,1385.6,11199.33,10,280
6013,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / CLR PET / G,250000,3.5,6.0,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.10986,0.11024,0.34,OVER,10267.24,2344.46,11483.67,3464.0,27559.37,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,5000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.22122,0.18792,15.05,UNDER,251.62,93.3,525.41,69.28,939.61,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,10000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.17554,0.15287,12.91,UNDER,460.76,186.59,742.8,138.56,1528.71,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,25000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.1475,0.13109,11.12,UNDER,1088.19,457.1,1385.59,346.4,3277.27,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,50000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.13368,0.12517,6.36,UNDER,2133.9,914.2,2517.81,692.8,6258.71,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,100000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.12431,0.12211,1.77,UNDER,4225.33,1828.39,4771.56,1385.6,12210.88,10,280
5001,Master Pricing Grid (L) / Mod / 3.5Wx 6H / 1192 / MET PET / ,250000,3.5,6.0,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.12025,0.12018,0.05,UNDER,10499.61,4570.98,11511.46,3464.0,30046.05,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,5000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.21358,0.17991,15.77,UNDER,251.62,53.22,525.41,69.28,899.53,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,10000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.16848,0.14486,14.02,UNDER,460.76,106.44,742.8,138.56,1448.56,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,25000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.14082,0.12308,12.6,UNDER,1088.19,256.71,1385.59,346.4,3076.89,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,50000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.12713,0.11716,7.84,UNDER,2133.9,513.42,2517.81,692.8,5857.93,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,100000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.11785,0.11409,3.19,UNDER,4225.33,1026.84,4771.56,1385.6,11409.34,10,280
4998,Master Pricing Grid (L) / Mod / 3.5W x 6H / 1192 / MET PET /,250000,3.5,6.0,0,MET PET,Matte,3 Side Seal,CR Zipper,0.11386,0.11217,1.49,UNDER,10499.61,2567.11,11511.46,3464.0,28042.18,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,5000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.21006,0.17329,17.5,UNDER,251.62,48.77,496.8,69.28,866.46,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,10000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.16523,0.14115,14.58,UNDER,460.76,97.53,714.62,138.56,1411.48,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,25000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.13773,0.12107,12.1,UNDER,1088.19,234.45,1357.74,346.4,3026.78,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,50000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.12411,0.11571,6.77,UNDER,2133.9,468.89,2489.98,692.8,5785.58,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,100000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.11487,0.11292,1.69,UNDER,4225.33,937.78,4743.76,1385.6,11292.47,10,280
4996,Master Pricing Grid (L) / Mod / 3.5Wx6H / 1192 / MET PET / G,250000,3.5,6.0,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.11091,0.11117,0.23,OVER,10499.61,2344.46,11483.67,3464.0,27791.74,10,280
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,5000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.1984,0.15389,22.43,UNDER,185.65,66.84,447.69,69.28,769.45,15,300
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,10000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.14223,0.12448,12.48,UNDER,329.18,133.48,643.54,138.56,1244.76,15,300
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,25000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.10934,0.09959,8.92,UNDER,759.78,326.69,1056.93,346.4,2489.8,15,300
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,50000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.10073,0.09394,6.74,UNDER,1477.44,653.19,1873.59,692.8,4697.02,15,300
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,100000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.09229,0.09096,1.45,UNDER,2912.76,1306.19,3491.08,1385.6,9095.62,15,300
4994,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,250000,2.5,5.0,2.0,CLR PET,Soft Touch,Stand Up Pouch,CR Zipper,0.08471,0.08895,5.0,OVER,7218.73,3265.17,8289.36,3464.0,22237.27,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,5000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.19219,0.14815,22.92,UNDER,185.65,38.13,447.69,69.28,740.74,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,10000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.13681,0.11874,13.21,UNDER,329.18,76.14,643.54,138.56,1187.42,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,25000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.10442,0.09386,10.11,UNDER,759.78,183.47,1056.93,346.4,2346.59,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,50000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.09596,0.08821,8.07,UNDER,1477.44,366.84,1873.59,692.8,4410.66,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,100000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.08762,0.08523,2.73,UNDER,2912.76,733.57,3491.08,1385.6,8523.01,15,300
4991,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,250000,2.5,5.0,2.0,CLR PET,Matte,Stand Up Pouch,CR Zipper,0.08013,0.08322,3.86,OVER,7218.73,1833.76,8289.36,3464.0,20805.85,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,5000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.18933,0.14751,22.09,UNDER,185.65,34.94,447.69,69.28,737.55,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,10000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.13431,0.11811,12.07,UNDER,329.18,69.77,643.54,138.56,1181.05,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,25000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.10215,0.09323,8.74,UNDER,759.78,167.56,1056.93,346.4,2330.67,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,50000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.09376,0.08758,6.59,UNDER,1477.44,335.02,1873.59,692.8,4378.85,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,100000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.08547,0.08459,1.03,UNDER,2912.76,669.94,3491.08,1385.6,8459.38,15,300
4989,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / CLR,250000,2.5,5.0,2.0,CLR PET,Gloss,Stand Up Pouch,CR Zipper,0.07802,0.08259,5.85,OVER,7218.73,1674.71,8289.36,3464.0,20646.8,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,5000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.19939,0.15462,22.45,UNDER,189.29,66.84,447.69,69.28,773.09,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,10000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.14309,0.12517,12.52,UNDER,336.13,133.48,643.54,138.56,1251.71,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,25000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.11013,0.10027,8.95,UNDER,776.68,326.69,1056.93,346.4,2506.7,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,50000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.1015,0.09461,6.79,UNDER,1510.91,653.19,1873.59,692.8,4730.49,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,100000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.09304,0.09162,1.52,UNDER,2979.39,1306.19,3491.08,1385.6,9162.25,15,300
4987,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,250000,2.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.08546,0.08961,4.86,OVER,7384.81,3265.17,8289.36,3464.0,22403.34,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,5000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.19318,0.14888,22.93,UNDER,189.29,38.13,447.69,69.28,744.38,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,10000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.13768,0.11944,13.25,UNDER,336.13,76.14,643.54,138.56,1194.37,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,25000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.10521,0.09454,10.14,UNDER,776.68,183.47,1056.93,346.4,2363.48,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,50000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.09673,0.08888,8.11,UNDER,1510.91,366.84,1873.59,692.8,4444.14,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,100000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.08837,0.0859,2.8,UNDER,2979.39,733.57,3491.08,1385.6,8589.63,15,300
4984,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,250000,2.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,0.08088,0.08389,3.72,OVER,7384.81,1833.76,8289.36,3464.0,20971.92,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,5000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.19032,0.14824,22.11,UNDER,189.29,34.94,447.69,69.28,741.19,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,10000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.13517,0.1188,12.11,UNDER,336.13,69.77,643.54,138.56,1188.0,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,25000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.10294,0.0939,8.78,UNDER,776.68,167.56,1056.93,346.4,2347.57,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,50000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.09453,0.08825,6.65,UNDER,1510.91,335.02,1873.59,692.8,4412.32,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,100000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.08622,0.08526,1.11,UNDER,2979.39,669.94,3491.08,1385.6,8526.0,15,300
4982,Master Pricing Grid (L) / Mini / 2.5W x 5H x 2D / 1179 / MET,250000,2.5,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,0.07877,0.08325,5.69,OVER,7384.81,1674.71,8289.36,3464.0,20812.87,15,300
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,5000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.21444,0.18121,15.5,UNDER,246.66,93.3,496.8,69.28,906.03,10,280
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,10000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.16909,0.14909,11.83,UNDER,451.16,186.59,714.62,138.56,1490.94,10,280
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,25000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.14106,0.12904,8.52,UNDER,1064.67,457.1,1357.74,346.4,3225.91,10,280
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,50000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.12726,0.12368,2.81,UNDER,2087.17,914.2,2489.98,692.8,6184.15,10,280
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,100000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.11793,0.1209,2.52,OVER,4132.19,1828.39,4743.76,1385.6,12089.94,10,280
4951,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,250000,3.5,4.5,0,CLR PET,Soft Touch,3 Side Seal,CR Zipper,0.11387,0.11914,4.63,OVER,10267.24,4570.98,11483.67,3464.0,29785.89,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,5000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.20328,0.1723,15.24,UNDER,246.66,48.77,496.8,69.28,861.5,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,10000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.15879,0.14019,11.72,UNDER,451.16,97.53,714.62,138.56,1401.88,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,25000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.13129,0.12013,8.5,UNDER,1064.67,234.45,1357.74,346.4,3003.25,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,50000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.1177,0.11478,2.48,UNDER,2087.17,468.89,2489.98,692.8,5738.85,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,100000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.10849,0.11199,3.23,OVER,4132.19,937.78,4743.76,1385.6,11199.33,10,280
4948,Master Pricing Grid (H) / Sampler / 3.5Wx4.5H / 1164 / CLR P,250000,3.5,4.5,0,CLR PET,Gloss,3 Side Seal,CR Zipper,0.10453,0.11024,5.46,OVER,10267.24,2344.46,11483.67,3464.0,27559.37,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,5000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.2068,0.17319,16.25,UNDER,246.66,53.22,496.8,69.28,865.96,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,10000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.16204,0.14108,12.94,UNDER,451.16,106.44,714.62,138.56,1410.78,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,25000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.13438,0.12102,9.94,UNDER,1064.67,256.71,1357.74,346.4,3025.52,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,50000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.12072,0.11567,4.19,UNDER,2087.17,513.42,2489.98,692.8,5783.38,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,100000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.11147,0.11288,1.27,OVER,4132.19,1026.84,4743.76,1385.6,11288.39,10,280
4946,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / CLR P,250000,3.5,4.5,0,CLR PET,Matte,3 Side Seal,CR Zipper,0.10748,0.11113,3.39,OVER,10267.24,2567.11,11483.67,3464.0,27782.02,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,5000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.21565,0.1822,15.51,UNDER,251.62,93.3,496.8,69.28,910.99,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,10000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.17021,0.15005,11.84,UNDER,460.76,186.59,714.62,138.56,1500.54,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,25000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.14213,0.12998,8.55,UNDER,1088.19,457.1,1357.74,346.4,3249.43,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,50000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.1283,0.12462,2.87,UNDER,2133.9,914.2,2489.98,692.8,6230.88,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,100000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.11896,0.12183,2.41,OVER,4225.33,1828.39,4743.76,1385.6,12183.08,10,280
4943,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,250000,3.5,4.5,0,MET PET,Soft Touch,3 Side Seal,CR Zipper,0.1149,0.12007,4.5,OVER,10499.61,4570.98,11483.67,3464.0,30018.26,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,5000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.20801,0.17418,16.26,UNDER,251.62,53.22,496.8,69.28,870.91,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,10000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.16316,0.14204,12.95,UNDER,460.76,106.44,714.62,138.56,1420.38,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,25000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.13544,0.12196,9.95,UNDER,1088.19,256.71,1357.74,346.4,3049.04,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,50000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.12176,0.1166,4.24,UNDER,2133.9,513.42,2489.98,692.8,5830.11,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,100000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.1125,0.11382,1.17,OVER,4225.33,1026.84,4743.76,1385.6,11381.53,10,280
4922,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,250000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,0.1085,0.11206,3.28,OVER,10499.61,2567.11,11483.67,3464.0,28014.39,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,5000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.20449,0.17329,15.26,UNDER,251.62,48.77,496.8,69.28,866.46,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,10000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.15991,0.14115,11.73,UNDER,460.76,97.53,714.62,138.56,1411.48,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,25000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.13236,0.12107,8.53,UNDER,1088.19,234.45,1357.74,346.4,3026.78,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,50000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.11874,0.11571,2.55,UNDER,2133.9,468.89,2489.98,692.8,5785.58,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,100000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.10952,0.11292,3.11,OVER,4225.33,937.78,4743.76,1385.6,11292.47,10,280
4919,Master Pricing Grid (L) / Sampler / 3.5Wx4.5H / 1164 / MET P,250000,3.5,4.5,0,MET PET,Gloss,3 Side Seal,CR Zipper,0.10555,0.11117,5.32,OVER,10499.61,2344.46,11483.67,3464.0,27791.74,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,5000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.19566,0.14242,27.21,UNDER,251.62,48.77,342.41,69.28,712.08,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,10000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.18259,0.1157,36.63,UNDER,460.76,97.53,460.17,138.56,1157.02,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,25000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.17383,0.09901,43.04,UNDER,1088.19,234.45,806.14,346.4,2475.17,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,50000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.16647,0.09479,43.06,UNDER,2133.9,468.89,1444.04,692.8,4739.63,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,100000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.16051,0.09263,42.29,UNDER,4225.33,937.78,2713.82,1385.6,9262.53,10,280
2201,Master Pricing Grid / 3.5Wx4.5H / Bottom Fill / MET PET / Gl,250000,3.5,9.0,0,MET PET,Gloss,Stand Up Pouch,None,0.15853,0.09128,42.42,UNDER,10499.61,2344.46,6511.16,3464.0,22819.22,10,280
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,5000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.26099,0.22058,15.48,UNDER,309.57,120.05,604.0,69.28,1102.9,8,288
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,10000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.21262,0.18333,13.78,UNDER,576.35,235.08,883.28,138.56,1833.27,8,288
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,25000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.18255,0.16087,11.88,UNDER,1377.54,587.79,1710.01,346.4,4021.73,8,288
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,50000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.16692,0.15492,7.19,UNDER,2712.29,1175.39,3165.49,692.8,7745.98,8,288
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,100000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.15596,0.15182,2.66,UNDER,5382.21,2350.79,6063.18,1385.6,15181.78,8,288
4958,Master Pricing Grid (M) / Core / 4.5W x 5H x 2D / 1148 / MET,250000,4.5,5.0,2.0,MET PET,Soft Touch,Stand Up Pouch,CR Zipper,0.15141,0.14985,1.03,UNDER,13391.99,5876.97,14728.77,3464.0,37461.72,8,288
