fl_number,width,height,gusset,substrate,finish,seal_type,zipper,quantity,unit_price,known_unit_cost,residual,residual_pct,known_pct,click_cost_per_unit,priming_per_unit,hp_labor_per_unit,converting_per_unit,zipper_per_unit,no_across,no_around,stock_width,stock_length_ft,labels_per_cycle
FL-DL-0819,4.0,7.0,0.0,,,Stand Up,StandardZipper Other: StraightCorners,8000,0.52725,0.12125204091713689,0.4059979590828631,77.002932021406,22.997067978594004,0.0185166575,0.004179525000000001,0.023572524817136887,0.055,0.019983333599999997,2,10,28.5,1396.6666666666667,20
FL-DL-0819,4.0,7.0,0.0,,,Stand Up,StandardZipper Other: StraightCorners,9000,0.50833,0.1197056768276791,0.3886243231723209,76.45118784496702,23.548812155032977,0.018423362222222222,0.004158466666666668,0.0221405143387902,0.055,0.019983333599999997,2,10,28.5,1563.3333333333335,20
FL-DL-0819,4.0,7.0,0.0,,,Stand Up,StandardZipper Other: StraightCorners,10000,0.4929,0.11846858555611284,0.37443141444388717,75.96498568551169,24.0350143144883,0.018348726,0.00414162,0.020994905956112853,0.055,0.019983333599999997,2,10,28.5,1730.0,20
FL-DL-0823,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.6836,0.17955249189028213,0.5040475081097179,73.73427561581596,26.265724384184047,0.04560665999999999,0.006591900000000001,0.04737476489028213,0.055,0.024979166999999997,1,8,18.25,2150.0,8
FL-DL-0823,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.5458,0.16872053189028216,0.3770794681097178,69.08748041585156,30.91251958414844,0.04507635,0.00651525,0.037149764890282135,0.055,0.024979166999999997,1,8,18.25,4250.0,8
FL-DL-0823,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.4548,0.1622213558902821,0.2925786441097179,64.33127618947184,35.66872381052817,0.044758163999999996,0.00646926,0.03101476489028213,0.055,0.024979166999999997,1,8,18.25,10550.0,8
FL-DL-0824,6.0,10.0,3.0,,,Stand Up,Presto CR Zipper,5000,0.7318,0.19837236894097626,0.5334276310590238,72.89254318926261,27.107456810737396,0.05204108799999999,0.010061856000000001,0.051294424540976276,0.055,0.029975000399999993,1,7,23.25,2576.0,7
FL-DL-0824,6.0,10.0,3.0,,,Stand Up,Presto CR Zipper,10000,0.591,0.18743570460779221,0.40356429539220773,68.28499076010284,31.715009239897164,0.051475424,0.009952488,0.04103279220779221,0.055,0.029975000399999993,1,7,23.25,5096.0,7
FL-DL-0824,6.0,10.0,3.0,,,Stand Up,Presto CR Zipper,25000,0.50036,0.18087370600788177,0.31948629399211825,63.851285872595376,36.148714127404624,0.051136025599999996,0.0098868672,0.03487581280788178,0.055,0.029975000399999993,1,7,23.25,12656.0,7
FL-DL-0828,4.0,6.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.5402,0.12934359555611283,0.41085640444388716,76.0563503228225,23.943649677177493,0.018879036,0.004261320000000001,0.031219905956112855,0.055,0.019983333599999997,2,10,28.5,890.0,20
FL-DL-0828,4.0,6.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.4093,0.11846858555611284,0.29083141444388716,71.05580611871174,28.944193881288253,0.018348726,0.00414162,0.020994905956112853,0.055,0.019983333599999997,2,10,28.5,1730.0,20
FL-DL-0828,4.0,6.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.31848,0.11194357955611285,0.20653642044388715,64.85067208109996,35.14932791890004,0.01803054,0.0040698,0.014859905956112852,0.055,0.019983333599999997,2,10,28.5,4250.0,20
FL-DL-0828,4.0,6.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.28776,0.10976857755611287,0.17799142244388716,61.854122339410324,38.145877660589676,0.017924478,0.004045860000000001,0.012814905956112852,0.055,0.019983333599999997,2,10,28.5,8450.0,20
FL-DL-0828,4.0,6.0,2.0,,,Stand Up,Presto CR Zipper,100000,0.27392,0.10868107655611285,0.16523892344388713,60.32378922454992,39.67621077545008,0.017871447000000002,0.00403389,0.011792405956112853,0.055,0.019983333599999997,2,10,28.5,16850.0,20
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,5000,0.5906,0.17864949189028212,0.4119505081097179,69.75118660848592,30.248813391514073,0.04560665999999999,0.005688900000000001,0.04737476489028213,0.055,0.024979166999999997,1,8,15.75,2150.0,8
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,10000,0.4604,0.16782803189028214,0.29257196810971786,63.5473432036746,36.4526567963254,0.04507635,0.005622750000000001,0.037149764890282135,0.055,0.024979166999999997,1,8,15.75,4250.0,8
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,25000,0.37508,0.16133515589028213,0.2137448441097179,56.986467982755116,43.013532017244884,0.044758163999999996,0.005583060000000001,0.03101476489028213,0.055,0.024979166999999997,1,8,15.75,10550.0,8
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,50000,0.3479,0.15917086389028212,0.18872913610971787,54.2480989105254,45.7519010894746,0.04465210199999999,0.0055698300000000004,0.02896976489028213,0.055,0.024979166999999997,1,8,15.75,21050.0,8
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,100000,0.33412,0.15808871789028212,0.17603128210971786,52.68504791982458,47.31495208017542,0.044599071,0.005563215,0.027947264890282132,0.055,0.024979166999999997,1,8,15.75,42050.0,8
FL-DL-0803,5.0,6.5,2.5,,,Stand Up,StandardZipper Other: StraightCorners,150000,0.32755,0.1577280025569488,0.1698219974430512,51.84612958114828,48.15387041885171,0.044581394,0.005561010000000001,0.027606431556948797,0.055,0.024979166999999997,1,8,15.75,63050.0,8
FL-DL-0830,5.0,8.12,2.0,,,Stand Up,Presto CR Zipper,5000,0.7002,0.17963917989028214,0.5205608201097179,74.3445901327789,25.655409867221096,0.04560665999999999,0.006678588000000001,0.04737476489028213,0.055,0.024979166999999997,1,8,18.49,2150.0,8
FL-DL-0830,5.0,8.12,2.0,,,Stand Up,Presto CR Zipper,10000,0.5437,0.16880621189028217,0.3748937881097178,68.95232446380685,31.047675536193154,0.04507635,0.006600930000000001,0.037149764890282135,0.055,0.024979166999999997,1,8,18.49,4250.0,8
FL-DL-0830,5.0,8.12,2.0,,,Stand Up,Presto CR Zipper,25000,0.44048,0.16230643109028212,0.2781735689097179,63.152372164392915,36.84762783560709,0.044758163999999996,0.006554335199999999,0.03101476489028213,0.055,0.024979166999999997,1,8,18.49,10550.0,8
FL-DL-0830,5.0,8.12,2.0,,,Stand Up,Presto CR Zipper,50000,0.40588,0.16013983749028213,0.2457401625097179,60.54502870545922,39.45497129454078,0.04465210199999999,0.006538803599999999,0.02896976489028213,0.055,0.024979166999999997,1,8,18.49,21050.0,8
FL-DL-0839,5.12,4.5,2.5,,,Stand Up,Presto CR Zipper,5000,0.6958,0.14241862992715795,0.553381370072842,79.53167146778415,20.46832853221586,0.023404348,0.004464859000000001,0.033970755919157936,0.055,0.025578667008,2,8,23.5,1130.9166666666665,16
FL-DL-0839,5.12,4.5,2.5,,,Stand Up,Presto CR Zipper,10000,0.4998,0.13142739982912546,0.3683726001708746,73.70400163482884,26.295998365171158,0.022803329999999997,0.004350202500000001,0.02369520032112547,0.055,0.025578667008,2,8,23.5,2203.75,16
FL-DL-0839,5.12,4.5,2.5,,,Stand Up,Presto CR Zipper,25000,0.37784,0.12493420954794443,0.2529057904520556,66.9346258871627,33.06537411283729,0.0224992856,0.0042921998,0.01756405713994444,0.055,0.025578667008,2,8,23.5,5435.916666666666,16
FL-DL-0839,5.12,4.5,2.5,,,Stand Up,Presto CR Zipper,50000,0.33852,0.12273596352833795,0.21578403647166206,63.74336419463017,36.25663580536983,0.022379081999999998,0.0042692685,0.015508946020337946,0.055,0.025578667008,2,8,23.5,10813.75,16
FL-DL-0839,5.12,4.5,2.5,,,Stand Up,Presto CR Zipper,100000,0.31818,0.1216495339907395,0.19653046600926052,61.76707084331527,38.23292915668473,0.022326050999999996,0.0042591517500000006,0.014485664232739505,0.055,0.025578667008,2,8,23.5,21576.25,16
FL-DL-0843,4.5,5.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.5036,0.13498991658847864,0.3686100834115214,73.19501259164444,26.80498740835557,0.020929568,0.0041118840000000005,0.03246721428847866,0.055,0.022481250299999995,2,9,24.5,999.0,18
FL-DL-0843,4.5,5.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.3731,0.12406279453096868,0.2490372054690313,66.74811189199445,33.251888108005545,0.020363904,0.004000752,0.02221688823096869,0.055,0.022481250299999995,2,9,24.5,1944.0,18
FL-DL-0843,4.5,5.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.2948,0.1175065212964627,0.1772934787035373,60.140257362122554,39.859742637877446,0.0200245056,0.0039340728000000005,0.01606669259646271,0.055,0.0224812503,2,9,24.5,4779.0,18
FL-DL-0843,4.5,5.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.2655,0.11532109688496071,0.1501789031150393,56.56455861206753,43.43544138793247,0.0199113728,0.0039118464,0.014016627384960718,0.055,0.0224812503,2,9,24.5,9504.0,18
FL-CQ-0843,8.0,5.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.5966,0.1807746111122257,0.4158253888877743,69.69919357823908,30.300806421760928,0.036697452,0.00712068,0.04198981191222571,0.055,0.03996666719999999,2,5,24.5,1730.0,10
FL-CQ-0843,8.0,5.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.4663,0.1699164011122257,0.2963835988877743,63.56071174946908,36.43928825053092,0.03616714199999999,0.00701778,0.03176481191222571,0.055,0.03996666719999999,2,5,24.5,3410.0,10
FL-CQ-0843,8.0,5.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.3822,0.1634014751122257,0.2187985248877743,57.24712843740824,42.75287156259176,0.035848956,0.006956040000000002,0.025629811912225704,0.055,0.03996666719999999,2,5,24.5,8450.0,10
FL-CQ-0843,8.0,5.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.35624,0.1612298331122257,0.1950101668877743,54.74123256449987,45.25876743550013,0.035742894000000004,0.00693546,0.023584811912225705,0.055,0.03996666719999999,2,5,24.5,16850.0,10
FL-CQ-0843,4.5,8.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.6024,0.16860313876193736,0.4337968612380627,72.01143114841678,27.988568851583224,0.040727808,0.0059603040000000005,0.04443377646193738,0.055,0.022481250299999995,1,9,18.25,1944.0,9
FL-CQ-0843,4.5,8.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.4725,0.1577043667044274,0.3147956332955726,66.62341445408944,33.37658554591056,0.040162144,0.0058775220000000005,0.03418345040442741,0.055,0.022481250299999995,1,9,18.25,3834.0,9
FL-CQ-0843,4.5,8.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.38808,0.15116510346992143,0.23691489653007855,61.04795313597159,38.952046864028404,0.0398227456,0.005827852800000001,0.028033254769921436,0.055,0.0224812503,1,9,18.25,9504.0,9
FL-CQ-0843,4.5,8.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.36206,0.14898534905841943,0.21307465094158057,58.850646561779975,41.149353438220025,0.0397096128,0.005811296400000001,0.02598318955841944,0.055,0.0224812503,1,9,18.25,18954.0,9
FL-DL-0860,4.5,5.5,2.0,,,Stand Up,Presto CR Zipper,5000,0.5038,0.13532558058847866,0.36847441941152137,73.13902727501417,26.86097272498584,0.020929568,0.004447548000000001,0.03246721428847866,0.055,0.022481250299999995,2,9,26.5,999.0,18
FL-DL-0860,4.5,5.5,2.0,,,Stand Up,Presto CR Zipper,10000,0.3713,0.12438938653096868,0.24691061346903134,66.49895326394596,33.50104673605404,0.020363904,0.004327344000000001,0.02221688823096869,0.055,0.022481250299999995,2,9,26.5,1944.0,18
FL-DL-0860,4.5,5.5,2.0,,,Stand Up,Presto CR Zipper,25000,0.29244,0.11782767009646272,0.17461232990353726,59.708770996969385,40.291229003030615,0.0200245056,0.0042552216,0.01606669259646271,0.055,0.0224812503,2,9,26.5,4779.0,18
FL-DL-0860,4.5,5.5,2.0,,,Stand Up,Presto CR Zipper,50000,0.26196,0.11564043128496072,0.14631956871503932,55.8556912181399,44.1443087818601,0.0199113728,0.0042311808000000005,0.014016627384960718,0.055,0.0224812503,2,9,26.5,9504.0,18
FL-DL-0861,5.0,6.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.5222,0.1426213951671891,0.3795786048328109,72.68835787683089,27.31164212316911,0.023404348,0.005282760000000001,0.033955120167189136,0.055,0.024979166999999997,2,8,28.5,1103.3333333333335,16
FL-DL-0861,5.0,6.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.3899,0.13161697944514109,0.25828302055485897,66.24340101432648,33.75659898567353,0.022803329999999997,0.0051471,0.023687382445141066,0.055,0.024979166999999997,2,8,28.5,2150.0,16
FL-DL-0861,5.0,6.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.30612,0.1251178545895507,0.18100214541044932,59.127840523470965,40.872159476529035,0.0224992856,0.005078472000000001,0.01756092998955068,0.055,0.024979166999999997,2,8,28.5,5303.333333333334,16
FL-DL-0861,5.0,6.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.27988,0.12291697144514106,0.15696302855485894,56.08225973805164,43.91774026194836,0.022379081999999998,0.0050513400000000005,0.015507382445141065,0.055,0.024979166999999997,2,8,28.5,10550.0,16
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,5000,0.3498,0.10524892411946643,0.24455107588053357,69.91168550043841,30.088314499561587,0.010464784,0.002314714080000001,0.02617884255546645,0.055,0.011290583483999996,2,19,25.98,530.3333333333334,38
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,10000,0.2274,0.09435395165792966,0.13304604834207034,58.50749707215055,41.49250292784946,0.009934473999999999,0.00219741438,0.015931479793929674,0.055,0.011290583483999996,2,19,25.98,1006.9166666666667,38
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,20000,0.1657,0.08887419400664927,0.07682580599335072,46.36439709918571,53.635602900814284,0.009651642,0.0021348545400000007,0.010797113982649268,0.055,0.011290583483999996,2,19,25.98,1956.5,38
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,40000,0.13505,0.08613431518100907,0.04891568481899093,36.22042563420283,63.77957436579717,0.009510226,0.0021035746200000005,0.008229931077009063,0.055,0.011290583483999996,2,19,25.98,3855.666666666667,38
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,50000,0.12892,0.08558633941588101,0.043333660584119,33.612830114892176,66.38716988510782,0.009481942799999999,0.0020973186360000004,0.007716494495881024,0.055,0.011290583483999996,2,19,25.98,4805.25,38
FL-DL-0872,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,60000,0.12293,0.08522102223912899,0.03770897776087101,30.675162906427246,69.32483709357275,0.009463087333333332,0.0020931479800000005,0.007374203441795663,0.055,0.011290583483999996,2,19,25.98,5754.833333333334,38
FL-DL-0871,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,20000,0.178,0.08887419400664927,0.08912580599335072,50.070677524354345,49.92932247564566,0.009651642,0.0021348545400000007,0.010797113982649268,0.055,0.011290583483999996,2,19,25.98,1956.5,38
FL-DL-0871,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,30000,0.15737,0.08704760812288913,0.07032239187711088,44.686021399956076,55.313978600043924,0.009557364666666667,0.00211400126,0.009085658712222465,0.055,0.011290583483999996,2,19,25.98,2906.0833333333335,38
FL-DL-0871,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,40000,0.14698,0.08613431518100907,0.06084568481899093,41.397254605382315,58.602745394617685,0.009510226,0.0021035746200000005,0.008229931077009063,0.055,0.011290583483999996,2,19,25.98,3855.666666666667,38
FL-DL-0871,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,60000,0.13455,0.08522102223912899,0.049328977760871015,36.66219082933557,63.33780917066443,0.009463087333333332,0.0020931479800000005,0.007374203441795663,0.055,0.011290583483999996,2,19,25.98,5754.833333333334,38
FL-DL-0871,2.26,6.37,0.0,,,Stand Up,Presto CR Zipper,80000,0.12938,0.08477244362331697,0.044607556376683025,34.47793814861882,65.52206185138118,0.009443937250000001,0.0020889121575,0.0069490107318169675,0.055,0.011290583483999996,2,19,25.98,7657.583333333334,38
FL-DK-0874,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,5000,0.6278,0.17955249189028213,0.4482475081097179,71.39973050489294,28.60026949510706,0.04560665999999999,0.006591900000000001,0.04737476489028213,0.055,0.024979166999999997,1,8,18.25,2150.0,8
FL-DK-0874,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,10000,0.5041,0.16872053189028216,0.33537946810971786,66.53034479462762,33.469655205372376,0.04507635,0.00651525,0.037149764890282135,0.055,0.024979166999999997,1,8,18.25,4250.0,8
FL-DK-0874,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,15000,0.45513,0.16510987855694878,0.2900201214430512,63.72247960869449,36.277520391305515,0.04489958,0.006489700000000001,0.033741431556948795,0.055,0.024979166999999997,1,8,18.25,6350.0,8
FL-DK-0874,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,25000,0.42184,0.1622213558902821,0.2596186441097179,61.54434006014553,38.45565993985448,0.044758163999999996,0.00646926,0.03101476489028213,0.055,0.024979166999999997,1,8,18.25,10550.0,8
FL-DK-0874,5.0,8.0,2.0,,,Stand Up,Presto CR Zipper,50000,0.39616,0.16005496389028212,0.2361050361097179,59.59840370297806,40.40159629702194,0.04465210199999999,0.00645393,0.02896976489028213,0.055,0.024979166999999997,1,8,18.25,21050.0,8
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,25000,0.42856,0.17917273960788177,0.24938726039211823,58.19191254249538,41.80808745750461,0.051136025599999996,0.008185900800000001,0.03487581280788178,0.055,0.029975000399999993,1,7,19.25,12656.0,7
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,50000,0.39968,0.17698916994124494,0.22269083005875503,55.717281339760575,44.282718660239425,0.05102289279999999,0.008167790400000001,0.03282348634124497,0.055,0.029975000399999993,1,7,19.25,25256.0,7
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,75000,0.38584,0.17626131338569934,0.20957868661430068,54.3175115629019,45.68248843709811,0.050985181866666666,0.008161753600000002,0.032139377519032696,0.055,0.029975000399999997,1,7,19.25,37856.0,7
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,100000,0.37799,0.17589738510792652,0.20209261489207347,53.46506915317164,46.53493084682836,0.05096632639999999,0.0081587352,0.03179732310792656,0.055,0.029975000399999993,1,7,19.25,50456.0,7
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,150000,0.3697,0.17553345683015373,0.19416654316984625,52.520027906369016,47.479972093630984,0.050947470933333336,0.0081557168,0.03145526869682042,0.055,0.029975000399999997,1,7,19.25,75656.0,7
FL-DL-0886,6.0,8.0,3.0,,,Stand Up,Presto CR Zipper,200000,0.36062,0.17535149269126735,0.18526850730873265,51.37499509420793,48.62500490579207,0.050938043200000005,0.008154207600000001,0.03128424149126736,0.055,0.029975000399999993,1,7,19.25,100856.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,1000,1.695,0.2849248836064487,1.4100751163935514,83.19027235360184,16.80972764639815,0.056566399999999996,0.009996000000000001,0.13338748320644875,0.055,0.029975000399999993,1,7,21.25,560.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,2000,1.043,0.23028860194052844,0.8127113980594715,77.9205559021545,22.079444097845492,0.053738079999999994,0.0094962,0.08207932154052844,0.055,0.029975000399999993,1,7,21.25,1064.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,3000,0.825,0.21207650805188838,0.6129234919481116,74.2937565997711,25.706243400228896,0.052795306666666666,0.0093296,0.06497660098522168,0.055,0.029975000399999993,1,7,21.25,1568.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,5000,0.6414,0.19750683294097626,0.4438931670590237,69.20691722155031,30.793082778449683,0.05204108799999999,0.009196320000000001,0.051294424540976276,0.055,0.029975000399999993,1,7,21.25,2576.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,10000,0.5094,0.1865795766077922,0.32282042339220773,63.372678325914364,36.627321674085636,0.051475424,0.009096360000000001,0.04103279220779221,0.055,0.029975000399999993,1,7,21.25,5096.0,7
FL-DL-0890,6.0,9.0,3.0,,,Stand Up,Presto CR Zipper,50000,0.39578,0.17783777154124494,0.21794222845875508,55.06650878234248,44.933491217657526,0.05102289279999999,0.009016392000000002,0.03282348634124497,0.055,0.029975000399999993,1,7,21.25,25256.0,7
FL-DL-0896,5.5,4.75,2.0,,,Stand Up,Presto CR Zipper,10000,0.4651,0.1388414163139485,0.32625858368605154,70.14805067427467,29.85194932572533,0.026055897999999997,0.004667605250000001,0.02564082936394849,0.055,0.0274770837,2,7,23.5,2364.541666666667,14
FL-DL-0896,5.5,4.75,2.0,,,Stand Up,Presto CR Zipper,20000,0.39305,0.1333594499756263,0.2596905500243737,66.07061443184676,33.929385568153236,0.025755389000000004,0.004613772625,0.020513204650626282,0.055,0.0274770837,2,7,23.5,4674.541666666667,14
FL-DL-0896,5.5,4.75,2.0,,,Stand Up,Presto CR Zipper,30000,0.3653,0.1315321278628522,0.2337678721371478,63.99339505533747,36.00660494466253,0.025655219333333333,0.004595828416666668,0.01880399641285221,0.055,0.027477083699999995,2,7,23.5,6984.541666666667,14
FL-DL-0896,5.5,4.75,2.0,,,Stand Up,Presto CR Zipper,50000,0.34612,0.13007027017263295,0.21604972982736703,62.42046972939068,37.57953027060931,0.0255750836,0.004581473050000001,0.017436629822632957,0.055,0.027477083699999995,2,7,23.5,11604.541666666668,14
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,5000,0.635,0.19750683294097626,0.43749316705902375,68.89656174157854,31.103438258421455,0.05204108799999999,0.009196320000000001,0.051294424540976276,0.055,0.029975000399999993,1,7,21.25,2576.0,7
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,10000,0.4994,0.1865795766077922,0.31282042339220784,62.63925178057826,37.360748219421744,0.051475424,0.009096360000000001,0.04103279220779221,0.055,0.029975000399999993,1,7,21.25,5096.0,7
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,25000,0.41108,0.18002322280788174,0.23105677719211826,56.20725337941964,43.79274662058036,0.051136025599999996,0.009036384000000001,0.03487581280788178,0.055,0.029975000399999993,1,7,21.25,12656.0,7
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,50000,0.38312,0.17783777154124494,0.20528222845875507,53.58170506858296,46.41829493141703,0.05102289279999999,0.009016392000000002,0.03282348634124497,0.055,0.029975000399999993,1,7,21.25,25256.0,7
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,75000,0.37383,0.17710928778569934,0.19672071221430065,52.62304047676769,47.37695952323231,0.050985181866666666,0.009009728000000002,0.032139377519032696,0.055,0.029975000399999997,1,7,21.25,37856.0,7
FL-DL-0907,6.0,9.0,3.0,,,Stand Up,None Other: StraightCorners,100000,0.3689,0.17674504590792653,0.19215495409207348,52.088629463831246,47.911370536168754,0.05096632639999999,0.009006396000000002,0.03179732310792656,0.055,0.029975000399999993,1,7,21.25,50456.0,7
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,10000,0.8449,0.27002013739715625,0.5748798626028437,68.04117204436547,31.958827955634543,0.08972845199999999,0.017485297200000003,0.0640928459471563,0.055,0.04371354225,1,4,28.12,7402.5,4
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,20000,0.74,0.2645182887138603,0.4754817112861397,64.2542853089378,35.745714691062204,0.08941026599999999,0.0174232926,0.05897118786386029,0.055,0.04371354225,1,4,28.12,14752.5,4
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,30000,0.7028,0.2626843391527616,0.44011566084723835,62.62317314274877,37.376826857251224,0.089304204,0.0174026244,0.057263968502761615,0.055,0.04371354225,1,4,28.12,22102.5,4
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,50000,0.67224,0.2612171795038827,0.41102282049611727,61.1422736665651,38.85772633343489,0.08921935439999999,0.017386089840000004,0.05589819301388267,0.055,0.04371354225,1,4,28.12,36802.5,4
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,75000,0.65575,0.2604835996794432,0.3952664003205569,60.27699585521263,39.72300414478737,0.08917692960000001,0.017377822560000002,0.055215305269443196,0.055,0.04371354225,1,4,28.12,55177.5,4
FL-DL-0908,8.75,12.0,3.87,,,Stand Up,Presto CR Zipper,100000,0.64341,0.26011680976722346,0.3832931902327766,59.57215309565853,40.42784690434147,0.0891557172,0.01737368892,0.05487386139722347,0.055,0.04371354225,1,4,28.12,73552.5,4
FL-DL-0909,4.12,12.0,2.0,,,Stand Up,Other:,50000,0.10762,0.14257554620645516,-0.03495554620645516,-32.48052983316778,132.4805298331678,0.035742894000000004,0.0076630640625000015,0.02358675453595516,0.055,0.020582833608,1,10,26.25,17376.5625,10
FL-DL-0909,4.12,12.0,2.0,,,Stand Up,Other:,100000,0.10171,0.14148767436334042,-0.039777674363340426,-39.10891196867607,139.10891196867607,0.035689863,0.00765169453125,0.022563283224090434,0.055,0.020582833608,1,10,26.25,34701.5625,10
FL-DL-0909,4.12,12.0,2.0,,,Stand Up,Other:,150000,0.09927,0.1411250504156355,-0.0418550504156355,-42.162839141367485,142.1628391413675,0.035672185999999995,0.007647904687500001,0.022222126120135525,0.055,0.020582833608,1,10,26.25,52026.5625,10
FL-DL-0909,4.12,12.0,2.0,,,Stand Up,Other:,200000,0.09816,0.14094373844178307,-0.04278373844178307,-43.58571560898846,143.58571560898844,0.0356633475,0.0076460097656250005,0.02205154756815807,0.055,0.020582833608,1,10,26.25,69351.5625,10
FL-DL-0911,5.0,18.0,2.0,,,Stand Up,Other:,50000,0.24434,0.1642102338902821,0.08012976610971789,32.79437100340423,67.20562899659576,0.04465210199999999,0.010609200000000001,0.02896976489028213,0.055,0.024979166999999997,1,8,30.0,21050.0,8
FL-DL-0911,5.0,18.0,2.0,,,Stand Up,Other:,100000,0.23783,0.16312210289028214,0.07470789710971787,31.41231009953238,68.58768990046762,0.044599071,0.010596600000000001,0.027947264890282132,0.055,0.024979166999999997,1,8,30.0,42050.0,8
FL-DL-0911,5.0,18.0,2.0,,,Stand Up,Other:,150000,0.23377,0.1627593925569488,0.07101060744305121,30.37627045517013,69.62372954482987,0.044581394,0.0105924,0.027606431556948797,0.055,0.024979166999999997,1,8,30.0,63050.0,8
FL-DL-0911,5.0,18.0,2.0,,,Stand Up,Other:,200000,0.2307,0.16257803739028212,0.06812196260971787,29.528375643570815,70.47162435642919,0.0445725555,0.010590300000000002,0.02743601489028213,0.055,0.024979166999999997,1,8,30.0,84050.0,8
FL-DL-0919,4.7,6.75,2.5,,,Stand Up,Presto CR Zipper,5000,0.6058,0.16922283699228025,0.43657716300771976,72.06622037103331,27.933779628966697,0.040727808,0.005552820000000001,0.04446179201228027,0.055,0.02348041698,1,9,16.25,2034.0,9
FL-DL-0919,4.7,6.75,2.5,,,Stand Up,Presto CR Zipper,10000,0.467,0.15831571665959884,0.3086842833404012,66.09941827417585,33.90058172582416,0.040162144,0.0054756975000000005,0.03419745817959886,0.055,0.02348041698,1,9,16.25,4011.5,9
