Bag ID,width,height,gusset,quantity,substrate,finish,embellishment,fill_style,seal_type,gusset_type,zipper,tear_notch,hole_punch,corner_treatment,print_method,created_at,vendor,unit_price
CQ-1727,4.0,5.0,2.0,250000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-02-26,tedpack_ocean,0.041
CQ-1723,2.5,6.0,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-26,tedpack_ocean,0.045
CQ-1723,2.5,6.0,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-26,tedpack_ocean,0.036
CQ-1723,2.5,6.0,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-26,tedpack_ocean,0.033
CQ-1723,2.5,6.0,0.0,250000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-26,tedpack_ocean,0.029
CQ-1734,6.0,9.0,2.3,10000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Straight,gravure,2026-03-03,tedpack_ocean,0.296
CQ-1734,6.0,9.0,2.3,25000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Straight,gravure,2026-03-03,tedpack_ocean,0.246
CQ-1734,6.0,9.0,2.3,50000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Straight,gravure,2026-03-03,tedpack_ocean,0.241
CQ-1734,6.0,9.0,2.3,100000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Straight,gravure,2026-03-03,tedpack_ocean,0.223
CQ-1730,2.5,5.0,2.0,5000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.139
CQ-1730,2.5,5.0,2.0,10000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.073
CQ-1730,2.5,5.0,2.0,25000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.045
CQ-1730,2.5,5.0,2.0,50000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.033
CQ-1730,2.5,5.0,2.0,100000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.031
CQ-1730,2.5,5.0,2.0,250000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,None,CR Zipper,None,None,Rounded,gravure,2026-03-03,tedpack_ocean,0.028
FL-DL-1649,4.5,5.5,2.0,25000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-24,tedpack_ocean,0.056
FL-DL-1649,4.5,5.5,2.0,50000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-24,tedpack_ocean,0.053
FL-DL-1649,4.5,5.5,2.0,100000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-24,tedpack_ocean,0.049
FL-DL-1649,4.5,5.5,2.0,250000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-24,tedpack_ocean,0.047
FL-DL-1645,4.5,5.0,2.0,25000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-14,tedpack_ocean,0.058
FL-DL-1645,4.5,5.0,2.0,50000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-14,tedpack_ocean,0.052
FL-DL-1645,4.5,5.0,2.0,100000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-14,tedpack_ocean,0.05
FL-DL-1645,4.5,5.0,2.0,250000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-14,tedpack_ocean,0.046
FL-DL-1476-A,4.0,7.0,0.0,25000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.059
FL-DL-1476-A,4.0,7.0,0.0,50000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.053
FL-DL-1476-A,4.0,7.0,0.0,100000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.051
FL-DL-1476-A,4.0,7.0,0.0,250000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.047
FL-DL-1476-A,4.0,7.0,0.0,500000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.042
FL-DL-1476-B,9.0,6.0,0.0,25000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.092
FL-DL-1476-B,9.0,6.0,0.0,50000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.088
FL-DL-1476-B,9.0,6.0,0.0,100000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.083
FL-DL-1476-B,9.0,6.0,0.0,250000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.075
FL-DL-1476-B,9.0,6.0,0.0,500000,MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.072
FL-DL-1476-C,5.1,7.25,2.0,25000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.074
FL-DL-1476-C,5.1,7.25,2.0,50000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.071
FL-DL-1476-C,5.1,7.25,2.0,100000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.067
FL-DL-1476-C,5.1,7.25,2.0,250000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.06
FL-DL-1476-C,5.1,7.25,2.0,500000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.057
FL-DL-1476-D,6.83,9.8,2.36,25000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.119
FL-DL-1476-D,6.83,9.8,2.36,50000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.114
FL-DL-1476-D,6.83,9.8,2.36,100000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.108
FL-DL-1476-D,6.83,9.8,2.36,250000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.098
FL-DL-1476-D,6.83,9.8,2.36,500000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.088
FL-DL-1615,4.527,5.906,2.0,50000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.058
FL-DL-1615,4.527,5.906,2.0,100000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.055
FL-DL-1615,4.527,5.906,2.0,250000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.052
FL-DL-1615,4.527,5.906,2.0,500000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.046
FL-DL-1621,7.0,5.0,0.0,10000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.061
FL-DL-1621,7.0,5.0,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.071
FL-DL-1621,7.0,5.0,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.065
FL-DL-1621,7.0,5.0,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2026-02-12,tedpack_ocean,0.062
FL-DL-1602,4.5,5.0,2.0,25000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-02-10,tedpack_ocean,0.058
FL-DL-1602,4.5,5.0,2.0,50000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-02-10,tedpack_ocean,0.052
FL-DL-1602,4.5,5.0,2.0,100000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-02-10,tedpack_ocean,0.05
FL-DL-1602,4.5,5.0,2.0,250000,MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-02-10,tedpack_ocean,0.046
FL-DL-1603,2.5,6.8,0.0,25000,MET_PET,Matte Laminate,None,Top,2 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-02-10,tedpack_ocean,0.331
FL-DL-1462 (3.3mil),5.0,5.0,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.057
FL-DL-1462 (3.3mil),5.0,5.0,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.047
FL-DL-1462 (3.3mil),5.0,5.0,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.043
FL-DL-1462 (3.3mil),5.0,5.0,0.0,250000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.0397
FL-DL-1462 (4mil),5.0,5.0,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.063
FL-DL-1462 (4mil),5.0,5.0,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.055
FL-DL-1462 (4mil),5.0,5.0,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.048
FL-DL-1462 (4mil),5.0,5.0,0.0,250000,WHT_MET_PET,Matte Laminate,None,Top,2 Side Seal,None,Single Profile Non-CR,None,None,Straight,gravure,2026-02-04,tedpack_ocean,0.044
FL-DL-1487,5.0,9.0,0.0,25000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.093
FL-DL-1487,5.0,9.0,0.0,50000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.077
FL-DL-1487,5.0,9.0,0.0,100000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.072
FL-DL-1487,5.0,9.0,0.0,250000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.068
FL-DL-1488,5.25,6.75,0.0,25000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.077
FL-DL-1488,5.25,6.75,0.0,50000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.063
FL-DL-1488,5.25,6.75,0.0,100000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.059
FL-DL-1488,5.25,6.75,0.0,250000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-29,tedpack_ocean,0.055
FL-DL-1419,6.0,8.0,2.0,10000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2026-01-15,tedpack_ocean,0.1208
FL-DL-1419,6.0,8.0,2.0,25000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2026-01-15,tedpack_ocean,0.0994
FL-DL-1419,6.0,8.0,2.0,50000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2026-01-15,tedpack_ocean,0.0985
FL-DL-1419,6.0,8.0,2.0,100000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2026-01-15,tedpack_ocean,0.0872
FL-DL-1419,6.0,8.0,2.0,250000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2026-01-15,tedpack_ocean,0.0818
FL-DL-1420,3.0,6.0,0.0,25000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-15,tedpack_ocean,0.0537
FL-DL-1420,3.0,6.0,0.0,50000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-15,tedpack_ocean,0.0457
FL-DL-1420,3.0,6.0,0.0,100000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-15,tedpack_ocean,0.0396
FL-DL-1420,3.0,6.0,0.0,250000,WHT_MET_PET,Soft Touch Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2026-01-15,tedpack_ocean,0.0364
FL-DL-1416,4.0,6.0,2.0,25000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-01-14,tedpack_ocean,0.0589
FL-DL-1416,4.0,6.0,2.0,50000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-01-14,tedpack_ocean,0.0525
FL-DL-1416,4.0,6.0,2.0,100000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2026-01-14,tedpack_ocean,0.0497
FL-DL-1339-1,5.0,14.5,0.0,10000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1427
FL-DL-1339-1,5.0,14.5,0.0,25000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1139
FL-DL-1339-1,5.0,14.5,0.0,50000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1064
FL-DL-1339-1,5.0,14.5,0.0,100000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.0956
FL-DL-1339-1,5.0,14.5,0.0,250000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.0883
FL-DL-1339-2,5.0,16.0,0.0,10000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1559
FL-DL-1339-2,5.0,16.0,0.0,25000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1233
FL-DL-1339-2,5.0,16.0,0.0,50000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.1145
FL-DL-1339-2,5.0,16.0,0.0,100000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.103
FL-DL-1339-2,5.0,16.0,0.0,250000,HB_CLR_PET,Soft Touch Laminate,None,Bottom,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-12-31,tedpack_ocean,0.0972
FL-DL-1366,4.0,6.0,2.0,25000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-12-22,tedpack_ocean,0.0654
FL-DL-1366,4.0,6.0,2.0,50000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-12-22,tedpack_ocean,0.0644
FL-DL-1366,4.0,6.0,2.0,100000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-12-22,tedpack_ocean,0.0614
FL-DL-1363,6.0,5.5,2.5,25000,CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2025-12-17,tedpack_ocean,0.0412
FL-DL-1363,6.0,5.5,2.5,50000,CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2025-12-17,tedpack_ocean,0.0412
FL-DL-1363,6.0,5.5,2.5,100000,CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2025-12-17,tedpack_ocean,0.0353
FL-DL-1363,6.0,5.5,2.5,250000,CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Rounded,gravure,2025-12-17,tedpack_ocean,0.0294
FL-DL-1283,5.5,4.5,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2025-11-26,tedpack_ocean,0.055
FL-DL-1283,5.5,4.5,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2025-11-26,tedpack_ocean,0.0505
FL-DL-1283,5.5,4.5,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2025-11-26,tedpack_ocean,0.0479
FL-DL-1283,5.5,4.5,0.0,250000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Straight,gravure,2025-11-26,tedpack_ocean,0.0436
FL-DL-1196,8.0,6.0,2.63,10000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-11-04,tedpack_ocean,0.1147
FL-DL-1196,8.0,6.0,2.63,25000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-11-04,tedpack_ocean,0.0847
FL-DL-1196,8.0,6.0,2.63,50000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-11-04,tedpack_ocean,0.0812
FL-DL-1196,8.0,6.0,2.63,100000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-11-04,tedpack_ocean,0.0763
FL-DL-1205,4.0,6.0,2.0,25000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-31,tedpack_ocean,0.0244
FL-DL-1205,4.0,6.0,2.0,50000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-31,tedpack_ocean,0.0217
FL-DL-1205,4.0,6.0,2.0,100000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-31,tedpack_ocean,0.0226
FL-DL-1205,4.0,6.0,2.0,250000,MET_PET,Soft Touch Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-31,tedpack_ocean,0.0217
FL-DL-1197,3.62,5.86,1.5,10000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-23,tedpack_ocean,0.0279
FL-DL-1197,3.62,5.86,1.5,25000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-23,tedpack_ocean,0.0223
FL-DL-1197,3.62,5.86,1.5,50000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-23,tedpack_ocean,0.0207
FL-DL-1197,3.62,5.86,1.5,100000,WHT_MET_PET,Matte Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-23,tedpack_ocean,0.0199
FL-DL-1170-FG,4.0,6.0,2.0,20000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0397
FL-DL-1170-FG,4.0,6.0,2.0,25000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0397
FL-DL-1170-FG,4.0,6.0,2.0,30000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0397
FL-DL-1170-FG,4.0,6.0,2.0,35000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0364
FL-DL-1170-FG,4.0,6.0,2.0,40000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0334
FL-DL-1170-FG,4.0,6.0,2.0,45000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0309
FL-DL-1170-FG,4.0,6.0,2.0,50000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0309
FL-DL-1176,4.5,5.0,1.5,25000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0434
FL-DL-1176,4.5,5.0,1.5,50000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0296
FL-DL-1176,4.5,5.0,1.5,100000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0261
FL-DL-1176,4.5,5.0,1.5,150000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0261
FL-DL-1176,4.5,5.0,1.5,200000,HB_CLR_PET,Matte Laminate,None,Top,Stand Up,K Seal,CR Zipper,None,None,Straight,gravure,2025-10-20,tedpack_ocean,0.0243
FL-DL-1137,4.0,7.0,0.0,25000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-10-09,tedpack_ocean,0.0768
FL-DL-1137,4.0,7.0,0.0,50000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-10-09,tedpack_ocean,0.0492
FL-DL-1137,4.0,7.0,0.0,100000,WHT_MET_PET,Matte Laminate,None,Top,3 Side Seal,None,CR Zipper,None,None,Rounded,gravure,2025-10-09,tedpack_ocean,0.0351
FL-DL-1151,12.0,9.0,4.0,1000000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-09,tedpack_ocean,0.0154
FL-DL-1151,12.0,9.0,4.0,1500000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-09,tedpack_ocean,0.0152
FL-DL-1151,12.0,9.0,4.0,2000000,MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-10-09,tedpack_ocean,0.0159
FL-DL-1128,4.0,6.875,2.6325,550000,WHT_MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-09-30,tedpack_ocean,0.0395
FL-DL-1128,4.0,6.875,2.6325,1000000,WHT_MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-09-30,tedpack_ocean,0.0395
FL-DL-1128,4.0,6.875,2.6325,1500000,WHT_MET_PET,Gloss Laminate,None,Top,Stand Up,K Seal & Skirt Seal,CR Zipper,None,None,Straight,gravure,2025-09-30,tedpack_ocean,0.0388
